,State,Age,TotalAll,TotalViolent,TotalProperty,MurderManslaughter,Rape,Robbery,AggravatedAssault,Burglary,Larceny,CarTheft,Arson,Assault,ForgeryCounterfeit,Fraud,Embezzlement,StolenProperty,Vandalism,Weapons,CommercialSex,Sex,DrugAbuse,Gambling,FamilyChildren,DUI,LiquorLaws,Drunkenness,DisorderlyConduct,Vagrancy,AllOther,Suspicion,CurfewLoitering,NumberAgencies,Population,StateR,Year
24,IDAHO,Under 18,5993.0,192.0,978.0,2.0,57.0,19.0,114.0,136.0,766.0,48.0,28.0,759.0,5.0,30.0,7.0,14.0,257.0,94.0,1.0,71.0,928.0,0.0,7.0,78.0,196.0,25.0,188.0,0.0,2046.0,3.0,114.0,74.0,1554954.0,IDAHO,2018
25,IDAHO,Total all ages,52292.0,1542.0,4896.0,16.0,162.0,90.0,1274.0,777.0,3911.0,157.0,51.0,4559.0,132.0,355.0,47.0,175.0,788.0,283.0,12.0,243.0,8777.0,1.0,716.0,5689.0,874.0,333.0,1455.0,8.0,21290.0,3.0,114.0,,,IDAHO,2018
26,ILLINOIS8,Under 18,7366.0,786.0,1876.0,18.0,29.0,564.0,175.0,143.0,897.0,826.0,10.0,1297.0,2.0,14.0,0.0,45.0,264.0,620.0,0.0,17.0,834.0,47.0,6.0,1.0,27.0,0.0,564.0,0.0,916.0,0.0,50.0,2.0,2865349.0,ILLINOIS,2018
27,ILLINOIS8,Total all ages,86947.0,5581.0,14859.0,416.0,437.0,2422.0,2306.0,1015.0,9514.0,4267.0,63.0,16749.0,127.0,247.0,0.0,84.0,2696.0,6798.0,115.0,350.0,17060.0,706.0,355.0,2825.0,181.0,0.0,3987.0,28.0,14149.0,0.0,50.0,,,ILLINOIS,2018
28,INDIANA,Under 18,8831.0,615.0,1784.0,9.0,29.0,163.0,414.0,199.0,1339.0,220.0,26.0,1652.0,20.0,63.0,8.0,24.0,342.0,203.0,0.0,64.0,1155.0,0.0,203.0,36.0,457.0,16.0,518.0,9.0,1556.0,2.0,104.0,202.0,4025425.0,INDIANA,2018
29,INDIANA,Total all ages,125536.0,7236.0,14135.0,184.0,212.0,1118.0,5722.0,1617.0,11037.0,1408.0,73.0,10492.0,968.0,1434.0,210.0,289.0,1054.0,2024.0,204.0,540.0,25058.0,7.0,912.0,11890.0,2824.0,3261.0,3177.0,39.0,39648.0,30.0,104.0,,,INDIANA,2018
30,IOWA,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOWA,2018
31,IOWA,Total all ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOWA,2018
32,KANSAS,Under 18,1639.0,43.0,105.0,0.0,12.0,4.0,27.0,17.0,77.0,10.0,1.0,165.0,0.0,2.0,7.0,8.0,42.0,3.0,0.0,12.0,202.0,0.0,14.0,31.0,335.0,0.0,108.0,0.0,562.0,0.0,0.0,213.0,1308859.0,KANSAS,2018
33,KANSAS,Total all ages,32837.0,387.0,1005.0,5.0,43.0,15.0,324.0,116.0,802.0,78.0,9.0,1590.0,58.0,271.0,25.0,120.0,285.0,83.0,1.0,44.0,2242.0,0.0,152.0,4554.0,1971.0,119.0,946.0,0.0,18984.0,0.0,0.0,,,KANSAS,2018
34,KENTUCKY,Under 18,2985.0,161.0,691.0,9.0,24.0,59.0,69.0,125.0,428.0,107.0,31.0,767.0,6.0,12.0,16.0,86.0,77.0,24.0,0.0,28.0,257.0,0.0,2.0,39.0,11.0,27.0,137.0,0.0,643.0,0.0,1.0,332.0,3500586.0,KENTUCKY,2018
35,KENTUCKY,Total all ages,205075.0,1982.0,12269.0,126.0,252.0,517.0,1087.0,2060.0,9363.0,723.0,123.0,9649.0,812.0,989.0,378.0,1459.0,806.0,508.0,95.0,237.0,19355.0,1.0,4729.0,14812.0,168.0,14231.0,3664.0,23.0,118907.0,0.0,1.0,,,KENTUCKY,2018
36,LOUISIANA,Under 18,16533.0,1175.0,3683.0,31.0,97.0,202.0,845.0,1099.0,2223.0,328.0,33.0,3231.0,52.0,33.0,0.0,408.0,390.0,439.0,4.0,117.0,1496.0,6.0,88.0,15.0,78.0,12.0,2076.0,29.0,2963.0,2.0,236.0,165.0,3954330.0,LOUISIANA,2018
37,LOUISIANA,Total all ages,176520.0,10465.0,30218.0,334.0,443.0,1376.0,8312.0,5163.0,23652.0,1304.0,99.0,21314.0,703.0,1283.0,138.0,2761.0,3019.0,3648.0,405.0,1102.0,30437.0,33.0,1727.0,5650.0,1287.0,2880.0,7178.0,250.0,51773.0,13.0,236.0,,,LOUISIANA,2018
38,MAINE,Under 18,2845.0,51.0,673.0,3.0,9.0,16.0,23.0,96.0,532.0,39.0,6.0,531.0,6.0,16.0,3.0,11.0,205.0,6.0,0.0,33.0,304.0,0.0,1.0,22.0,395.0,0.0,95.0,0.0,483.0,0.0,10.0,134.0,1338404.0,MAINE,2018
39,MAINE,Total all ages,40851.0,756.0,5456.0,16.0,73.0,135.0,532.0,561.0,4615.0,235.0,45.0,4877.0,209.0,480.0,46.0,116.0,1032.0,144.0,54.0,167.0,3692.0,2.0,137.0,5811.0,2049.0,15.0,1360.0,1.0,14432.0,5.0,10.0,,,MAINE,2018
40,MARYLAND,Under 18,17825.0,1907.0,3705.0,22.0,83.0,1048.0,754.0,608.0,2462.0,525.0,110.0,4697.0,19.0,29.0,5.0,47.0,784.0,615.0,5.0,153.0,2046.0,19.0,13.0,41.0,311.0,1.0,967.0,16.0,2369.0,8.0,68.0,153.0,5879299.0,MARYLAND,2018
41,MARYLAND,Total all ages,181434.0,10327.0,21592.0,266.0,477.0,3283.0,6301.0,3851.0,15404.0,2030.0,307.0,21826.0,440.0,866.0,103.0,337.0,2527.0,3694.0,809.0,690.0,31914.0,76.0,1821.0,18150.0,4439.0,56.0,4843.0,204.0,56390.0,262.0,68.0,,,MARYLAND,2018
42,MASSACHUSETTS,Under 18,4508.0,464.0,615.0,0.0,17.0,88.0,359.0,132.0,428.0,39.0,16.0,1343.0,6.0,25.0,1.0,67.0,299.0,72.0,1.0,56.0,132.0,1.0,21.0,18.0,103.0,17.0,227.0,0.0,1040.0,0.0,0.0,327.0,5884293.0,MASSACHUSETTS,2018
43,MASSACHUSETTS,Total all ages,101681.0,6608.0,10308.0,21.0,315.0,709.0,5563.0,1478.0,8263.0,512.0,55.0,17237.0,391.0,1087.0,112.0,794.0,2207.0,913.0,360.0,304.0,7125.0,9.0,1185.0,8280.0,1280.0,5168.0,3554.0,3.0,34756.0,0.0,0.0,,,MASSACHUSETTS,2018
44,MICHIGAN,Under 18,13267.0,1044.0,3054.0,12.0,174.0,229.0,629.0,497.0,2266.0,253.0,38.0,2711.0,23.0,151.0,42.0,221.0,416.0,284.0,5.0,110.0,1668.0,0.0,4.0,166.0,282.0,0.0,498.0,0.0,2338.0,0.0,250.0,611.0,9857904.0,MICHIGAN,2018
45,MICHIGAN,Total all ages,235757.0,12793.0,23212.0,299.0,970.0,1190.0,10334.0,3034.0,18770.0,1201.0,207.0,29164.0,702.0,3767.0,1149.0,2019.0,2873.0,4798.0,216.0,663.0,30320.0,26.0,2642.0,26130.0,4739.0,284.0,5724.0,107.0,84179.0,0.0,250.0,,,MICHIGAN,2018
46,MINNESOTA,Under 18,19391.0,864.0,4165.0,2.0,100.0,351.0,411.0,378.0,3318.0,441.0,28.0,2419.0,27.0,188.0,3.0,297.0,697.0,316.0,0.0,105.0,1698.0,2.0,15.0,154.0,1609.0,0.0,2110.0,108.0,4154.0,0.0,460.0,378.0,5570925.0,MINNESOTA,2018
47,MINNESOTA,Total all ages,147370.0,5482.0,23768.0,101.0,588.0,1005.0,3788.0,2014.0,20063.0,1595.0,96.0,14842.0,1075.0,3428.0,15.0,1964.0,2662.0,1859.0,153.0,878.0,20404.0,30.0,585.0,20186.0,7099.0,23.0,8994.0,225.0,33238.0,0.0,460.0,,,MINNESOTA,2018
48,MISSISSIPPI,Under 18,2453.0,80.0,562.0,2.0,9.0,28.0,41.0,120.0,402.0,35.0,5.0,348.0,8.0,12.0,2.0,31.0,42.0,69.0,0.0,8.0,190.0,0.0,197.0,41.0,27.0,15.0,301.0,4.0,432.0,0.0,84.0,53.0,1161807.0,MISSISSIPPI,2018
49,MISSISSIPPI,Total all ages,60902.0,1201.0,7352.0,58.0,67.0,322.0,754.0,1003.0,5998.0,314.0,37.0,4884.0,303.0,704.0,275.0,642.0,571.0,945.0,16.0,119.0,8003.0,74.0,2160.0,5370.0,747.0,3039.0,3102.0,72.0,21239.0,0.0,84.0,,,MISSISSIPPI,2018
50,MISSOURI,Under 18,15560.0,893.0,2886.0,32.0,102.0,265.0,494.0,408.0,2156.0,280.0,42.0,2821.0,19.0,50.0,14.0,367.0,697.0,236.0,5.0,308.0,2018.0,1.0,76.0,108.0,484.0,7.0,1210.0,9.0,2819.0,0.0,532.0,331.0,5406785.0,MISSOURI,2018
51,MISSOURI,Total all ages,197865.0,9005.0,27019.0,369.0,507.0,1426.0,6703.0,3325.0,21098.0,2383.0,213.0,19443.0,1387.0,2088.0,249.0,2814.0,3484.0,3565.0,269.0,1089.0,32982.0,38.0,2128.0,11874.0,2985.0,197.0,6333.0,773.0,69611.0,0.0,532.0,,,MISSOURI,2018
52,MONTANA,Under 18,3722.0,81.0,666.0,1.0,11.0,10.0,59.0,58.0,546.0,57.0,5.0,501.0,1.0,10.0,2.0,0.0,189.0,15.0,0.0,15.0,358.0,0.0,35.0,38.0,499.0,0.0,254.0,0.0,760.0,0.0,298.0,97.0,995183.0,MONTANA,2018
53,MONTANA,Total all ages,27357.0,1174.0,4114.0,10.0,64.0,97.0,1003.0,296.0,3487.0,305.0,26.0,3962.0,100.0,196.0,40.0,110.0,762.0,75.0,12.0,81.0,2732.0,0.0,321.0,3794.0,1406.0,0.0,2003.0,10.0,6167.0,0.0,298.0,,,MONTANA,2018
54,NEBRASKA,Under 18,6985.0,207.0,1426.0,6.0,46.0,90.0,65.0,65.0,1222.0,121.0,18.0,1255.0,5.0,61.0,4.0,105.0,394.0,78.0,0.0,66.0,1006.0,0.0,199.0,63.0,504.0,1.0,341.0,0.0,1142.0,0.0,128.0,118.0,1516162.0,NEBRASKA,2018
55,NEBRASKA,Total all ages,53007.0,1671.0,6581.0,36.0,213.0,247.0,1175.0,398.0,5735.0,391.0,57.0,7474.0,236.0,1066.0,63.0,736.0,1693.0,775.0,92.0,314.0,8993.0,0.0,945.0,4630.0,2355.0,1.0,1851.0,13.0,13390.0,0.0,128.0,,,NEBRASKA,2018
56,NEVADA,Under 18,10026.0,1340.0,1262.0,24.0,70.0,304.0,942.0,266.0,855.0,121.0,20.0,1944.0,5.0,45.0,12.0,169.0,261.0,231.0,55.0,74.0,1244.0,2.0,23.0,70.0,430.0,125.0,615.0,2.0,1757.0,0.0,360.0,47.0,3013371.0,NEVADA,2018
57,NEVADA,Total all ages,140967.0,8012.0,10245.0,191.0,408.0,1411.0,6002.0,3103.0,6314.0,749.0,79.0,17883.0,428.0,1813.0,282.0,1850.0,1635.0,2240.0,2859.0,903.0,11238.0,23.0,961.0,10984.0,3720.0,362.0,2213.0,3182.0,59772.0,2.0,360.0,,,NEVADA,2018
58,NEW HAMPSHIRE,Under 18,3283.0,59.0,349.0,0.0,8.0,16.0,35.0,39.0,278.0,23.0,9.0,600.0,2.0,12.0,6.0,37.0,205.0,4.0,0.0,31.0,344.0,0.0,5.0,29.0,267.0,209.0,68.0,0.0,1026.0,0.0,30.0,184.0,1317257.0,NEW HAMPSHIRE,2018
59,NEW HAMPSHIRE,Total all ages,46413.0,872.0,3681.0,10.0,76.0,144.0,642.0,309.0,3186.0,165.0,21.0,5668.0,237.0,758.0,91.0,553.0,1254.0,146.0,24.0,130.0,6522.0,5.0,187.0,5053.0,1989.0,3844.0,884.0,99.0,14386.0,0.0,30.0,,,NEW HAMPSHIRE,2018
60,NEW JERSEY,Under 18,11513.0,870.0,1819.0,11.0,44.0,369.0,446.0,305.0,1382.0,97.0,35.0,1003.0,24.0,65.0,12.0,325.0,398.0,470.0,4.0,94.0,2769.0,0.0,13.0,42.0,395.0,0.0,992.0,23.0,1892.0,0.0,303.0,478.0,7844556.0,NEW JERSEY,2018
61,NEW JERSEY,Total all ages,226427.0,7146.0,20307.0,115.0,274.0,1699.0,5058.0,2982.0,16659.0,540.0,126.0,16839.0,852.0,3558.0,214.0,1826.0,2474.0,2766.0,522.0,895.0,48008.0,41.0,7297.0,17230.0,1356.0,24.0,9922.0,197.0,84648.0,2.0,303.0,,,NEW JERSEY,2018
62,NEW MEXICO,Under 18,3203.0,231.0,478.0,7.0,10.0,22.0,192.0,69.0,360.0,40.0,9.0,664.0,1.0,7.0,4.0,45.0,86.0,66.0,1.0,10.0,472.0,0.0,18.0,53.0,132.0,7.0,161.0,0.0,765.0,1.0,1.0,59.0,1406211.0,NEW MEXICO,2018
63,NEW MEXICO,Total all ages,74786.0,4232.0,7309.0,67.0,103.0,425.0,3637.0,916.0,5993.0,359.0,41.0,8588.0,171.0,324.0,123.0,1015.0,1015.0,535.0,87.0,70.0,5375.0,3.0,1388.0,6464.0,1333.0,568.0,1497.0,30.0,34655.0,3.0,1.0,,,NEW MEXICO,2018
64,NEW YORK5,Under 18,14434.0,1207.0,3468.0,22.0,166.0,466.0,553.0,499.0,2536.0,370.0,63.0,2249.0,56.0,96.0,1.0,328.0,1449.0,288.0,3.0,279.0,2643.0,1.0,9.0,59.0,126.0,0.0,393.0,9.0,1770.0,0.0,0.0,505.0,9571301.0,NEW YORK,2018
65,NEW YORK5,Total all ages,244041.0,11433.0,40466.0,244.0,933.0,2630.0,7626.0,4291.0,34122.0,1786.0,267.0,26623.0,2019.0,3749.0,27.0,2752.0,12509.0,3156.0,561.0,1705.0,69571.0,45.0,470.0,25094.0,943.0,0.0,4273.0,580.0,38065.0,0.0,0.0,,,NEW YORK,2018
66,NORTH CAROLINA,Under 18,11088.0,757.0,2673.0,30.0,13.0,412.0,302.0,708.0,1655.0,290.0,20.0,2013.0,20.0,118.0,22.0,351.0,478.0,386.0,0.0,72.0,1414.0,0.0,18.0,141.0,173.0,0.0,686.0,2.0,1759.0,0.0,5.0,204.0,5380474.0,NORTH CAROLINA,2018
67,NORTH CAROLINA,Total all ages,200411.0,9180.0,26731.0,351.0,165.0,2177.0,6487.0,5451.0,20037.0,1115.0,128.0,22676.0,863.0,4412.0,799.0,2682.0,3006.0,4052.0,148.0,608.0,26936.0,39.0,3181.0,27915.0,1490.0,0.0,4183.0,15.0,61490.0,0.0,5.0,,,NORTH CAROLINA,2018
68,NORTH DAKOTA,Under 18,4009.0,91.0,435.0,0.0,19.0,9.0,63.0,44.0,338.0,51.0,2.0,498.0,4.0,20.0,2.0,21.0,122.0,23.0,0.0,30.0,429.0,0.0,243.0,41.0,385.0,1.0,644.0,0.0,914.0,0.0,106.0,103.0,757131.0,NORTH DAKOTA,2018
69,NORTH DAKOTA,Total all ages,33210.0,724.0,3100.0,10.0,47.0,63.0,604.0,254.0,2622.0,215.0,9.0,2846.0,140.0,369.0,34.0,278.0,438.0,340.0,11.0,81.0,5448.0,1.0,356.0,5136.0,2623.0,263.0,1583.0,4.0,9329.0,0.0,106.0,,,NORTH DAKOTA,2018
70,OHIO,Under 18,20003.0,873.0,2995.0,17.0,79.0,275.0,502.0,396.0,2351.0,199.0,49.0,4360.0,14.0,119.0,0.0,337.0,760.0,327.0,5.0,92.0,1675.0,5.0,138.0,61.0,409.0,41.0,1722.0,1.0,5685.0,2.0,382.0,417.0,9011984.0,OHIO,2018
71,OHIO,Total all ages,218433.0,8085.0,29413.0,237.0,470.0,1548.0,5830.0,3354.0,25004.0,777.0,278.0,30939.0,770.0,2089.0,14.0,2701.0,3142.0,3948.0,792.0,451.0,39708.0,23.0,1275.0,13723.0,4793.0,5855.0,9835.0,20.0,60471.0,4.0,382.0,,,OHIO,2018
72,OKLAHOMA,Under 18,7701.0,392.0,1641.0,11.0,20.0,93.0,268.0,306.0,1218.0,81.0,36.0,824.0,8.0,32.0,18.0,307.0,194.0,147.0,0.0,35.0,1146.0,11.0,7.0,70.0,83.0,217.0,567.0,0.0,1350.0,0.0,652.0,400.0,3847775.0,OKLAHOMA,2018
73,OKLAHOMA,Total all ages,101053.0,4859.0,14717.0,138.0,216.0,642.0,3863.0,2388.0,11304.0,856.0,169.0,7785.0,539.0,1332.0,362.0,2932.0,1224.0,2418.0,7.0,376.0,17766.0,28.0,630.0,8660.0,1198.0,10698.0,2195.0,13.0,22658.0,4.0,652.0,,,OKLAHOMA,2018
74,OREGON,Under 18,8618.0,351.0,1720.0,4.0,32.0,110.0,205.0,196.0,1310.0,157.0,57.0,1117.0,9.0,55.0,3.0,32.0,553.0,97.0,0.0,49.0,1653.0,0.0,2.0,104.0,632.0,0.0,546.0,0.0,1388.0,0.0,307.0,194.0,3710013.0,OREGON,2018
75,OREGON,Total all ages,125230.0,4232.0,18015.0,55.0,217.0,824.0,3136.0,1725.0,14123.0,1911.0,256.0,10735.0,616.0,1871.0,54.0,611.0,3677.0,2113.0,281.0,348.0,13605.0,1.0,342.0,13707.0,2891.0,29.0,6210.0,3.0,45582.0,0.0,307.0,,,OREGON,2018
76,PENNSYLVANIA,Under 18,36034.0,2558.0,4540.0,19.0,225.0,772.0,1542.0,617.0,3338.0,520.0,65.0,4986.0,50.0,948.0,34.0,302.0,1353.0,710.0,5.0,477.0,3231.0,0.0,26.0,280.0,1696.0,128.0,6882.0,34.0,2980.0,0.0,4814.0,1375.0,12629530.0,PENNSYLVANIA,2018
77,PENNSYLVANIA,Total all ages,345822.0,19536.0,44478.0,444.0,1132.0,3915.0,14045.0,5185.0,36453.0,2508.0,332.0,40984.0,2222.0,8126.0,446.0,2119.0,6267.0,4921.0,1182.0,2286.0,61934.0,34.0,1806.0,43798.0,6716.0,19808.0,31264.0,234.0,42847.0,0.0,4814.0,,,PENNSYLVANIA,2018
78,RHODE ISLAND,Under 18,2373.0,121.0,406.0,0.0,13.0,44.0,64.0,70.0,302.0,30.0,4.0,441.0,1.0,16.0,3.0,33.0,138.0,85.0,0.0,11.0,104.0,0.0,25.0,2.0,21.0,0.0,552.0,0.0,396.0,0.0,18.0,48.0,1057315.0,RHODE ISLAND,2018
79,RHODE ISLAND,Total all ages,25996.0,954.0,2660.0,4.0,77.0,194.0,679.0,498.0,1992.0,158.0,12.0,4169.0,125.0,551.0,75.0,352.0,915.0,347.0,63.0,82.0,2049.0,4.0,74.0,2423.0,337.0,11.0,2269.0,0.0,8518.0,0.0,18.0,,,RHODE ISLAND,2018
80,SOUTH CAROLINA,Under 18,10803.0,616.0,2328.0,28.0,106.0,179.0,303.0,455.0,1692.0,148.0,33.0,1969.0,8.0,50.0,21.0,151.0,299.0,415.0,1.0,48.0,1957.0,0.0,11.0,69.0,283.0,64.0,1103.0,0.0,1377.0,0.0,33.0,373.0,4408967.0,SOUTH CAROLINA,2018
81,SOUTH CAROLINA,Total all ages,152664.0,6970.0,22900.0,287.0,532.0,1209.0,4942.0,3116.0,18578.0,1070.0,136.0,15413.0,1115.0,3333.0,348.0,2366.0,2473.0,2594.0,285.0,284.0,34105.0,70.0,1167.0,15188.0,4092.0,5722.0,8101.0,588.0,25517.0,0.0,33.0,,,SOUTH CAROLINA,2018
