,State,Age,TotalAll,TotalViolent,TotalProperty,MurderManslaughter,Rape,Robbery,AggravatedAssault,Burglary,Larceny,CarTheft,Arson,Assault,ForgeryCounterfeit,Fraud,Embezzlement,StolenProperty,Vandalism,Weapons,CommercialSex,Sex,DrugAbuse,Gambling,FamilyChildren,DUI,LiquorLaws,Drunkenness,DisorderlyConduct,Vagrancy,AllOther,Suspicion,CurfewLoitering,NumberAgencies,Population,StateR,Year
14,DELAWARE,Under 18,1862,215,382,1,11,90,113,132,184,59,7,459,1,27,2,89,124,56,0,16,96,0,0,2,22,6,84,0,257,0,24,54.0,984527.0,DELAWARE,2020
15,DELAWARE,Total all ages,24636,1796,4147,17,74,315,1390,643,3327,159,18,5392,122,827,92,346,850,343,31,99,3308,9,147,294,198,238,782,142,5449,0,24,,,DELAWARE,2020
16,DISTRICT OF COLUMBIA6,Under 18,263,64,28,0,0,57,7,0,25,3,0,59,0,0,0,6,1,6,0,0,1,0,0,0,0,0,14,0,84,0,0,2.0,0.0,WASHINGTON DC,2020
17,DISTRICT OF COLUMBIA6,Total all ages,4093,205,85,2,3,121,79,1,73,11,0,373,0,2,0,19,48,43,0,30,274,0,1,1,608,14,216,1,2173,0,0,,,WASHINGTON DC,2020
18,"FLORIDA5, 7",Under 18,31471,2702,8802,73,216,1012,1401,2313,4584,1866,39,5816,24,263,15,160,648,717,1,248,1537,0,0,134,282,0,0,0,10122,0,0,572.0,21634872.0,FLORIDA,2020
19,"FLORIDA5, 7",Total all ages,506402,34186,66397,840,1815,5464,26067,12554,46430,7156,257,75236,1207,8216,647,1301,5791,7470,940,2921,68471,109,0,29073,5993,0,0,0,198444,0,0,,,FLORIDA,2020
20,GEORGIA,Under 18,6383,538,1190,15,55,120,348,222,839,121,8,1259,18,56,0,133,335,170,3,74,604,1,16,75,29,2,400,0,1374,0,106,289.0,6073704.0,GEORGIA,2020
21,GEORGIA,Total all ages,110543,6002,11561,202,282,505,5013,1387,9355,717,102,11906,695,1653,8,1322,2642,1235,107,362,17294,9,686,12808,569,561,5171,823,35023,0,106,,,GEORGIA,2020
22,HAWAII,Under 18,340,19,35,1,4,3,11,7,22,5,1,39,0,1,0,0,13,0,0,0,32,0,3,5,16,0,2,0,104,0,71,2.0,273390.0,HAWAII,2020
23,HAWAII,Total all ages,10996,773,1089,26,54,405,288,176,709,186,18,709,13,45,1,0,146,161,13,23,847,1,3,1067,76,0,496,0,5462,0,71,,,HAWAII,2020
24,IDAHO,Under 18,3912,141,591,5,37,5,94,104,437,32,18,439,0,33,2,15,185,37,0,47,566,0,14,99,167,20,165,1,1300,7,83,98.0,1660406.0,IDAHO,2020
25,IDAHO,Total all ages,45397,1738,3371,68,145,58,1467,593,2584,149,45,3330,58,403,34,176,725,273,11,197,9153,0,529,6713,984,420,1425,26,15730,18,83,,,IDAHO,2020
26,ILLINOIS8,Under 18,456,37,37,1,1,23,12,7,23,2,5,65,0,0,0,24,32,22,0,0,56,0,0,1,5,0,79,0,82,0,16,1.0,144795.0,ILLINOIS,2020
27,ILLINOIS8,Total all ages,5615,407,434,13,15,53,326,49,355,13,17,1013,5,27,0,57,341,160,1,14,280,0,140,231,28,0,445,3,2013,0,16,,,ILLINOIS,2020
28,INDIANA,Under 18,4298,404,684,10,25,137,232,98,447,133,6,778,6,13,7,46,126,139,0,44,418,0,11,49,180,19,149,0,1175,0,50,109.0,3535979.0,INDIANA,2020
29,INDIANA,Total all ages,75450,3978,7915,130,142,648,3058,1004,5975,884,52,8426,515,626,79,376,479,2274,36,253,11978,2,299,8874,903,819,1880,34,25651,3,50,,,INDIANA,2020
30,IOWA,Under 18,7019,490,1550,6,57,84,343,254,1029,237,30,1263,11,33,6,53,550,89,0,20,721,0,4,93,481,65,419,0,1085,0,86,216.0,2850739.0,IOWA,2020
31,IOWA,Total all ages,78092,5129,9056,56,258,279,4536,1446,6862,642,106,7260,393,455,40,285,2049,914,11,93,8166,2,906,9190,2071,2483,1922,6,27575,0,86,,,IOWA,2020
32,KANSAS,Under 18,3248,125,366,8,12,15,90,37,287,37,5,555,3,11,0,43,213,18,1,21,549,0,10,103,474,0,86,0,670,0,0,220.0,1700866.0,KANSAS,2020
33,KANSAS,Total all ages,46140,1619,3542,46,83,88,1402,380,2853,272,37,6137,147,350,22,515,1364,384,30,108,7837,0,221,6192,1568,87,929,0,15087,1,0,,,KANSAS,2020
34,KENTUCKY,Under 18,1920,158,495,4,31,63,60,143,250,96,6,485,3,5,8,104,62,37,0,13,190,0,0,28,1,23,28,0,280,0,0,336.0,3713933.0,KENTUCKY,2020
35,KENTUCKY,Total all ages,141158,2105,9318,109,226,426,1344,2006,6535,712,65,9965,477,779,273,1558,963,407,15,177,17118,0,3403,12122,31,9101,2900,2,70444,0,0,,,KENTUCKY,2020
36,LOUISIANA,Under 18,8590,754,1804,46,52,189,467,714,872,208,10,1493,2,44,3,328,343,322,1,62,588,6,55,18,45,33,958,30,1544,1,156,114.0,3362830.0,LOUISIANA,2020
37,LOUISIANA,Total all ages,116373,8721,18062,329,313,910,7169,3653,13334,996,79,15397,357,884,82,2101,2976,3508,207,711,20052,46,838,3778,1014,1115,4742,145,31465,16,156,,,LOUISIANA,2020
38,MAINE,Under 18,1689,37,388,0,6,13,18,93,219,55,21,349,0,9,1,3,174,1,0,26,121,0,2,22,226,1,56,0,263,0,10,129.0,1349630.0,MAINE,2020
39,MAINE,Total all ages,32189,704,4136,12,62,110,520,454,3366,257,59,4431,118,301,20,105,961,130,37,112,3188,1,81,4095,910,3,860,2,11984,0,10,,,MAINE,2020
40,MARYLAND,Under 18,709,81,279,0,7,58,16,102,126,51,0,79,0,0,0,1,31,30,0,8,110,0,0,3,19,0,10,0,58,0,0,6.0,1124569.0,MARYLAND,2020
41,MARYLAND,Total all ages,8248,589,1851,16,83,170,320,305,1372,173,1,622,28,54,3,9,162,172,14,26,1386,0,23,1621,508,3,335,3,839,0,0,,,MARYLAND,2020
42,MASSACHUSETTS,Under 18,3159,388,490,1,13,81,293,175,218,79,18,757,10,23,0,100,262,62,0,36,92,0,15,31,69,7,95,0,722,0,0,339.0,5984273.0,MASSACHUSETTS,2020
43,MASSACHUSETTS,Total all ages,76381,5948,6310,39,254,534,5121,1102,4646,493,69,14781,247,565,44,787,1901,974,107,272,5708,10,1140,6597,598,1381,2085,12,26913,1,0,,,MASSACHUSETTS,2020
44,MICHIGAN,Under 18,7354,806,1487,20,130,152,504,326,881,257,23,1786,18,71,34,234,300,303,9,95,229,0,2,139,172,1,230,0,1323,0,115,621.0,9517637.0,MICHIGAN,2020
45,MICHIGAN,Total all ages,158199,12774,14782,347,753,1047,10627,2322,11088,1185,187,26410,498,2166,651,2121,2636,9312,211,482,10963,12,875,20416,2890,124,3678,42,47041,0,115,,,MICHIGAN,2020
46,MINNESOTA,Under 18,10504,747,2033,14,70,355,308,199,1457,349,28,1364,15,127,4,264,461,224,0,76,789,2,5,177,1034,0,834,0,1921,0,427,354.0,5269267.0,MINNESOTA,2020
47,MINNESOTA,Total all ages,112814,5424,17889,142,465,1014,3803,1857,14715,1201,116,12532,846,2904,44,2219,2337,2359,25,491,13875,6,300,16981,4106,23,5166,151,24709,0,427,,,MINNESOTA,2020
48,MISSISSIPPI,Under 18,1367,92,339,6,2,41,43,61,248,28,2,212,0,7,1,21,30,62,1,5,106,1,16,35,14,8,188,1,180,0,48,75.0,1135598.0,MISSISSIPPI,2020
49,MISSISSIPPI,Total all ages,35473,918,3541,95,60,182,581,625,2660,238,18,3095,99,320,124,338,318,667,9,80,5283,4,379,4727,248,1157,2280,12,11826,0,48,,,MISSISSIPPI,2020
50,MISSOURI,Under 18,8644,714,1413,19,49,191,455,229,932,236,16,1414,16,33,24,356,381,131,0,69,893,0,32,135,293,6,572,1,1715,0,446,259.0,4935179.0,MISSOURI,2020
51,MISSOURI,Total all ages,139175,8528,18691,375,397,1085,6671,2605,14066,1898,122,15739,735,1243,200,3006,3437,2910,39,358,24691,6,913,13687,1811,181,5530,389,36635,0,446,,,MISSOURI,2020
52,MONTANA,Under 18,3258,199,486,3,10,13,173,35,393,50,8,415,1,6,3,14,194,5,1,22,193,0,80,69,486,135,244,0,521,0,184,97.0,1069494.0,MONTANA,2020
53,MONTANA,Total all ages,30254,2147,4028,29,62,110,1946,304,3383,307,34,4395,114,125,32,190,1025,72,5,118,2364,1,863,3914,1315,447,2329,3,6583,0,184,,,MONTANA,2020
54,NEBRASKA,Under 18,4634,170,918,2,26,77,65,53,740,108,17,806,4,53,5,95,344,78,0,33,548,0,176,43,256,6,153,0,857,1,88,72.0,1092666.0,NEBRASKA,2020
55,NEBRASKA,Total all ages,35682,1675,4765,35,194,256,1190,294,4097,315,59,5765,141,572,25,522,1372,669,24,200,4431,1,694,3152,1130,331,1753,9,8354,9,88,,,NEBRASKA,2020
56,NEVADA,Under 18,6339,472,653,6,57,194,215,133,449,59,12,1606,3,98,5,135,218,149,29,55,806,8,19,62,341,149,259,1,1010,12,249,52.0,3130836.0,NEVADA,2020
57,NEVADA,Total all ages,110516,5816,8106,134,360,1189,4133,2148,5284,574,100,19503,409,1399,242,1822,2026,2624,2099,765,10130,26,724,9530,1906,224,2032,573,40221,90,249,,,NEVADA,2020
58,NEW HAMPSHIRE,Under 18,2313,42,163,0,5,6,31,10,126,22,5,405,4,8,3,11,148,1,0,27,196,0,7,36,250,96,44,0,858,0,14,181.0,1311307.0,NEW HAMPSHIRE,2020
59,NEW HAMPSHIRE,Total all ages,35548,655,2724,2,71,107,475,234,2325,143,22,4920,165,456,62,370,1010,126,23,100,4382,1,140,3919,1406,1749,799,118,12409,0,14,,,NEW HAMPSHIRE,2020
60,NEW JERSEY,Under 18,8448,717,1442,18,42,324,333,336,932,134,40,554,20,40,6,444,362,407,1,94,1771,19,35,60,202,3,594,10,1448,2,217,577.0,8882371.0,NEW JERSEY,2020
61,NEW JERSEY,Total all ages,168018,8937,16124,164,327,1781,6665,2783,12595,587,159,18869,580,1885,107,2448,2828,3636,300,778,37799,65,2658,14316,927,69,7577,143,47699,56,217,,,NEW JERSEY,2020
62,NEW MEXICO,Under 18,601,82,69,1,3,19,59,25,32,11,1,132,1,1,0,16,32,21,0,2,27,0,18,20,33,0,14,0,133,0,0,17.0,930644.0,NEW MEXICO,2020
63,NEW MEXICO,Total all ages,28483,2264,3115,20,42,178,2024,372,2529,191,23,4677,19,99,52,496,1146,327,34,14,1317,0,2032,2291,618,6,665,77,9232,2,0,,,NEW MEXICO,2020
64,NEW YORK5,Under 18,6317,809,1816,26,116,317,350,394,1008,383,31,777,19,29,2,308,898,171,0,136,542,0,8,58,21,0,95,0,628,0,0,453.0,9397374.0,NEW YORK,2020
65,NEW YORK5,Total all ages,152107,9218,29730,259,694,1744,6521,4088,23644,1786,212,18313,1343,1486,20,2277,9942,2629,167,1092,33690,35,295,17047,214,0,1607,137,22865,0,0,,,NEW YORK,2020
66,NORTH CAROLINA,Under 18,6962,648,1936,29,19,326,274,491,1136,276,33,1067,3,67,15,370,240,203,2,25,627,0,5,109,52,8,245,0,1307,0,33,288.0,8731507.0,NORTH CAROLINA,2020
67,NORTH CAROLINA,Total all ages,197222,10029,25582,469,199,2157,7204,5724,18340,1274,244,21359,644,2606,629,3429,2562,3295,150,365,33156,17,2925,11646,834,836,2525,89,74511,0,33,,,NORTH CAROLINA,2020
68,NORTH DAKOTA,Under 18,3595,90,365,0,12,7,71,53,241,67,4,449,8,31,3,36,153,13,0,26,336,0,231,55,450,5,456,0,718,0,170,103.0,759161.0,NORTH DAKOTA,2020
69,NORTH DAKOTA,Total all ages,32614,1010,2931,25,51,64,870,363,2244,305,19,3138,164,542,36,343,477,284,14,81,4593,0,408,4454,2655,290,1755,8,9260,1,170,,,NORTH DAKOTA,2020
70,OHIO,Under 18,13308,720,1829,20,63,306,331,373,1197,232,27,3141,5,81,1,331,587,267,0,63,621,0,31,43,389,12,820,0,4039,1,327,393.0,8804775.0,OHIO,2020
71,OHIO,Total all ages,140837,7159,19714,293,333,1314,5219,2844,15996,763,111,28780,244,1201,2,1734,2924,4133,246,378,16005,5,481,9668,2826,2375,6946,8,35679,2,327,,,OHIO,2020
72,OKLAHOMA,Under 18,5110,385,1079,11,13,129,232,220,662,172,25,571,1,28,21,174,202,149,0,26,580,0,20,90,66,144,307,0,892,0,375,414.0,3927308.0,OKLAHOMA,2020
73,OKLAHOMA,Total all ages,83796,4882,13294,161,144,600,3977,2287,9328,1497,182,7992,390,1032,306,2101,1666,2916,67,318,11428,4,411,8516,579,6706,1921,52,18839,1,375,,,OKLAHOMA,2020
74,OREGON,Under 18,4687,302,902,5,30,87,180,182,589,93,38,732,9,35,2,16,381,60,1,34,554,0,0,87,307,0,285,0,795,0,185,173.0,3624887.0,OREGON,2020
75,OREGON,Total all ages,98495,4753,16264,68,198,889,3598,2103,11815,1934,412,9750,476,1273,58,587,3750,2068,47,321,8844,1,263,9790,1617,2,5707,13,32726,0,185,,,OREGON,2020
76,PENNSYLVANIA,Under 18,176,12,30,1,1,1,9,5,23,2,0,10,0,0,0,4,4,4,0,8,33,0,1,2,48,2,4,0,13,0,1,102.0,157062.0,PENNSYLVANIA,2020
77,PENNSYLVANIA,Total all ages,2224,110,333,3,6,14,87,31,289,12,1,146,24,32,1,23,34,60,3,14,639,0,57,205,63,64,207,0,208,0,1,,,PENNSYLVANIA,2020
78,RHODE ISLAND,Under 18,1300,69,221,1,11,13,44,33,134,42,12,197,2,8,1,51,92,51,0,5,66,0,17,5,48,0,214,0,235,0,18,45.0,1041521.0,RHODE ISLAND,2020
79,RHODE ISLAND,Total all ages,19266,967,1741,15,71,95,786,384,1173,150,34,3247,93,213,46,259,816,329,8,55,1392,2,56,1977,428,21,1583,0,6015,0,18,,,RHODE ISLAND,2020
80,SOUTH CAROLINA,Under 18,5416,485,1181,39,64,147,235,268,795,103,15,974,4,42,14,123,294,268,1,29,826,0,8,42,95,30,287,0,687,0,26,240.0,4367377.0,SOUTH CAROLINA,2020
81,SOUTH CAROLINA,Total all ages,122532,6630,18917,359,385,912,4974,2556,15208,1033,120,13720,798,2332,203,2336,2594,2914,167,224,25577,23,753,10521,3077,3121,7031,432,21136,0,26,,,SOUTH CAROLINA,2020
82,SOUTH DAKOTA,Under 18,3842,141,442,1,4,11,125,47,294,96,5,554,2,40,4,62,119,42,0,9,574,0,189,80,467,100,298,0,651,0,68,117.0,823677.0,SOUTH DAKOTA,2020
83,SOUTH DAKOTA,Total all ages,48621,1974,2364,24,35,68,1847,299,1656,383,26,4974,124,576,18,256,489,272,5,51,7298,1,1038,5980,2210,6805,2379,559,11178,2,68,,,SOUTH DAKOTA,2020
84,TENNESSEE,Under 18,12090,885,2463,19,49,267,550,347,1436,659,21,2412,12,76,16,109,578,294,0,65,1415,2,17,103,210,79,576,0,2336,0,442,443.0,6075815.0,TENNESSEE,2020
85,TENNESSEE,Total all ages,235233,12729,30012,340,307,1342,10740,3988,22193,3687,144,25563,1311,3533,437,1705,3769,2526,297,412,37188,31,1703,17040,1633,8884,3962,9,82047,0,442,,,TENNESSEE,2020
86,TEXAS,Under 18,32451,3117,6177,82,253,1158,1624,1063,4053,996,65,6435,55,180,12,97,1033,821,12,148,4297,4,165,405,622,318,538,5,6938,0,1072,827.0,26746620.0,TEXAS,2020
87,TEXAS,Total all ages,489316,30678,53286,923,1656,5087,23012,7655,39550,5637,444,73456,2553,4706,210,804,6062,12916,1474,1049,82337,155,3124,55964,4647,29367,5245,660,119551,0,1072,,,TEXAS,2020
88,UTAH,Under 18,7869,252,1423,5,59,58,130,102,1214,88,19,863,2,34,1,89,588,91,1,124,1325,0,16,208,546,40,228,4,1832,0,202,103.0,2856632.0,UTAH,2020
89,UTAH,Total all ages,82809,2631,11356,60,291,345,1935,788,10058,438,72,7849,493,706,35,1152,2778,868,69,498,12474,1,1762,8372,2634,1795,1828,36,25269,1,202,,,UTAH,2020
90,VERMONT,Under 18,498,37,73,0,11,3,23,24,44,5,0,125,0,1,1,2,56,1,0,10,22,0,0,11,25,0,46,0,88,0,0,82.0,619602.0,VERMONT,2020
91,VERMONT,Total all ages,11617,749,1287,10,66,34,639,202,995,61,29,1483,39,179,36,78,348,21,1,34,749,0,209,1957,52,0,649,0,3746,0,0,,,VERMONT,2020
92,VIRGINIA,Under 18,9118,488,1575,25,65,175,223,210,1166,171,28,1642,14,75,23,101,373,199,0,58,960,2,41,81,170,36,206,0,2687,0,387,316.0,8511554.0,VIRGINIA,2020
93,VIRGINIA,Total all ages,201479,6651,20407,336,463,1020,4832,1734,17481,1043,149,26895,1002,3629,776,781,3195,4584,277,493,27090,10,1018,16483,1512,12912,1931,67,71379,0,387,,,VIRGINIA,2020
94,WASHINGTON,Under 18,6741,703,1381,10,60,299,334,366,835,153,27,1803,4,22,0,88,659,128,0,64,342,0,2,176,329,9,118,1,903,1,8,234.0,7554132.0,WASHINGTON,2020
95,WASHINGTON,Total all ages,143840,8445,21982,186,521,1716,6022,4540,15816,1390,236,23689,467,913,23,3051,4904,1697,210,476,8173,1,242,22125,994,68,1867,167,44320,18,8,,,WASHINGTON,2020
96,WEST VIRGINIA,Under 18,384,26,41,1,8,1,16,13,20,8,0,126,0,1,0,4,28,6,0,7,51,0,0,4,9,0,12,0,68,0,1,131.0,1177351.0,WEST VIRGINIA,2020
97,WEST VIRGINIA,Total all ages,26652,1294,3491,45,91,82,1076,563,2696,201,31,3489,160,209,18,299,432,407,17,49,6015,0,95,2425,208,301,452,7,7283,0,1,,,WEST VIRGINIA,2020
98,WISCONSIN,Under 18,21163,774,2677,21,157,211,385,321,1871,457,28,1336,8,120,45,292,1294,289,3,295,1844,2,166,222,1474,0,3533,37,5774,0,978,379.0,5543214.0,WISCONSIN,2020
99,WISCONSIN,Total all ages,179705,7410,18999,198,726,934,5552,1676,15972,1217,134,13904,594,1597,294,1019,4799,3453,149,986,21848,4,1616,20135,5863,0,22703,417,52937,0,978,,,WISCONSIN,2020
100,WYOMING,Under 18,2544,39,307,0,6,2,31,41,214,45,7,382,0,6,0,10,148,11,0,8,400,0,7,33,416,2,92,30,541,5,107,53.0,510568.0,WYOMING,2020
101,WYOMING,Total all ages,20581,471,2018,8,41,16,406,211,1640,149,18,1920,19,97,2,50,502,56,3,76,3410,0,300,2744,1493,1309,806,83,5110,5,107,,,WYOMING,2020
