,AgeR,AgeDetailR,ComputerR,EducationR,EmploymentR,GenderR,IncomeInPast12MonthsR,InternetR,PovertyR,TotalHouseholds,TotalPopulation,TotalTraffick
3878,1,0,0,0,0,0,0,0,0,0,24455010,10260
3879,1,0,0,6,0,0,0,0,0,0,10,10260
3880,1,0,0,7,0,0,0,0,0,0,8,10260
3881,1,0,0,2,0,0,0,0,0,0,20,10260
3882,1,0,0,8,0,0,0,0,0,0,22,10260
3883,1,0,0,9,0,0,0,0,0,0,7,10260
3884,1,0,0,10,0,0,0,0,0,0,19,10260
3885,1,0,0,11,0,0,0,0,0,0,11,10260
3886,1,0,0,5,0,0,0,0,0,0,81,10260
3887,1,0,0,4,0,0,0,0,0,0,30,10260
3888,1,0,0,0,0,0,0,0,0,0,4446865,10260
3889,1,0,0,5,0,0,0,0,0,0,77,10260
3890,1,0,0,4,0,0,0,0,0,0,27,10260
3891,1,0,0,0,0,2,0,0,0,0,12513149,10260
3892,1,0,0,6,0,2,0,0,0,0,10,10260
3893,1,0,0,7,0,2,0,0,0,0,8,10260
3894,1,0,0,2,0,2,0,0,0,0,20,10260
3895,1,0,0,8,0,2,0,0,0,0,22,10260
3896,1,0,0,9,0,2,0,0,0,0,8,10260
3897,1,0,0,10,0,2,0,0,0,0,19,10260
3898,1,0,0,11,0,2,0,0,0,0,10,10260
3899,1,0,0,5,0,2,0,0,0,0,81,10260
3900,1,0,0,4,0,2,0,0,0,0,30,10260
3901,1,0,0,0,0,2,0,0,0,0,2502347,10260
3902,1,0,0,5,0,2,0,0,0,0,75,10260
3903,1,0,0,4,0,2,0,0,0,0,21,10260
3904,1,0,0,0,0,0,0,0,1,0,36913404,10260
3905,1,0,0,0,0,0,0,0,1,0,23044941,10260
3906,1,0,0,0,0,0,0,0,1,0,2149606,10260
3907,1,0,0,0,0,2,0,0,1,0,276723,10260
3908,1,0,0,0,0,1,0,0,1,0,4935696,10260
3909,1,0,0,0,0,0,0,0,1,0,7472026,10260
3910,1,0,0,1,0,0,0,0,1,0,18742339,10260
3911,1,0,0,2,0,0,0,0,1,0,16585304,10260
3912,1,0,0,0,0,0,0,0,1,0,8954168,10260
3913,1,0,0,4,0,0,0,0,1,0,7631136,10260
3914,1,0,0,0,1,0,0,0,1,0,1183445,10260
3915,1,0,0,0,1,2,0,0,1,0,973590,10260
3916,1,0,0,0,1,1,0,0,1,0,28899568,10260
3917,1,0,0,0,2,0,0,0,1,0,11132960,10260
3918,1,0,0,0,2,2,0,0,1,0,7490430,10260
3919,1,0,0,0,2,1,0,0,1,0,10276178,10260
3920,1,0,0,0,3,0,0,0,1,0,7804676,10260
3921,1,0,0,0,4,0,0,0,1,0,9717393,10260
3922,1,0,0,0,5,0,0,0,1,0,12264053,10260
3923,1,0,0,0,0,0,0,0,2,0,5885417,10260
3924,1,0,0,0,0,0,0,0,2,0,3274894,10260
3925,1,0,0,0,0,0,0,0,2,0,512495,10260
3926,1,0,0,0,0,2,0,0,2,0,66432,10260
3927,1,0,0,0,0,1,0,0,2,0,581211,10260
3928,1,0,0,0,0,0,0,0,2,0,379504,10260
3929,1,0,0,1,0,0,0,0,2,0,1859311,10260
3930,1,0,0,2,0,0,0,0,2,0,1249473,10260
3931,1,0,0,0,0,0,0,0,2,0,647130,10260
3932,1,0,0,4,0,0,0,0,2,0,602343,10260
3933,1,0,0,0,1,0,0,0,2,0,315842,10260
3934,1,0,0,0,1,2,0,0,2,0,293996,10260
3935,1,0,0,0,1,1,0,0,2,0,4094192,10260
3936,1,0,0,0,2,0,0,0,2,0,352453,10260
3937,1,0,0,0,2,2,0,0,2,0,1288783,10260
3938,1,0,0,0,2,1,0,0,2,0,2452956,10260
3939,1,0,0,0,3,0,0,0,2,0,0,10260
3940,1,0,0,0,4,0,0,0,2,0,0,10260
3941,1,0,0,0,5,0,0,0,2,0,0,10260
3942,1,0,0,0,0,0,0,0,0,0,37659181,10260
3943,3,2,0,0,0,0,0,0,0,0,0,10055
3944,3,3,0,0,0,0,0,0,0,0,0,10055
3945,3,4,0,0,0,0,0,0,0,0,0,10055
3946,3,5,0,0,0,0,0,0,0,0,0,10055
3947,3,6,0,0,0,0,0,0,0,0,0,10055
3948,2,1,0,0,0,0,0,0,0,0,0,181
3949,1,0,0,0,0,0,0,0,0,0,1,9153
3950,1,0,0,0,0,2,0,0,0,0,19155401,9153
3951,1,0,0,0,0,2,0,0,0,0,2,9153
3952,1,0,0,0,0,0,0,0,0,0,24865866,9153
3953,1,0,0,6,0,0,0,0,0,0,10,9153
3954,1,0,0,7,0,0,0,0,0,0,8,9153
3955,1,0,0,2,0,0,0,0,0,0,20,9153
3956,1,0,0,8,0,0,0,0,0,0,22,9153
3957,1,0,0,9,0,0,0,0,0,0,7,9153
3958,1,0,0,10,0,0,0,0,0,0,19,9153
3959,1,0,0,11,0,0,0,0,0,0,11,9153
3960,1,0,0,5,0,0,0,0,0,0,81,9153
3961,1,0,0,4,0,0,0,0,0,0,31,9153
3962,1,0,0,0,0,0,0,0,0,0,4617907,9153
3963,1,0,0,5,0,0,0,0,0,0,77,9153
3964,1,0,0,4,0,0,0,0,0,0,28,9153
3965,1,0,0,0,0,2,0,0,0,0,12727686,9153
3966,1,0,0,6,0,2,0,0,0,0,10,9153
3967,1,0,0,7,0,2,0,0,0,0,7,9153
3968,1,0,0,2,0,2,0,0,0,0,20,9153
3969,1,0,0,8,0,2,0,0,0,0,22,9153
3970,1,0,0,9,0,2,0,0,0,0,8,9153
3971,1,0,0,10,0,2,0,0,0,0,19,9153
3972,1,0,0,11,0,2,0,0,0,0,10,9153
3973,1,0,0,5,0,2,0,0,0,0,81,9153
3974,1,0,0,4,0,2,0,0,0,0,30,9153
3975,1,0,0,0,0,2,0,0,0,0,2591501,9153
3976,1,0,0,5,0,2,0,0,0,0,76,9153
3977,1,0,0,4,0,2,0,0,0,0,22,9153
3978,1,0,0,0,0,0,0,0,1,0,37323127,9153
3979,1,0,0,0,0,0,0,0,1,0,23230067,9153
3980,1,0,0,0,0,0,0,0,1,0,2159056,9153
3981,1,0,0,0,0,2,0,0,1,0,278123,9153
3982,1,0,0,0,0,1,0,0,1,0,5057603,9153
3983,1,0,0,0,0,0,0,0,1,0,7679953,9153
3984,1,0,0,1,0,0,0,0,1,0,18911671,9153
3985,1,0,0,2,0,0,0,0,1,0,16839224,9153
3986,1,0,0,0,0,0,0,0,1,0,9098304,9153
3987,1,0,0,4,0,0,0,0,1,0,7740920,9153
3988,1,0,0,0,1,0,0,0,1,0,1131658,9153
3989,1,0,0,0,1,2,0,0,1,0,940789,9153
3990,1,0,0,0,1,1,0,0,1,0,29317563,9153
3991,1,0,0,0,2,0,0,0,1,0,11281886,9153
3992,1,0,0,0,2,2,0,0,1,0,7490325,9153
3993,1,0,0,0,2,1,0,0,1,0,10545352,9153
3994,1,0,0,0,3,0,0,0,1,0,8076275,9153
3995,1,0,0,0,4,0,0,0,1,0,10010056,9153
3996,1,0,0,0,5,0,0,0,1,0,12576340,9153
3997,1,0,0,0,0,0,0,0,2,0,6115244,9153
3998,1,0,0,0,0,0,0,0,2,0,3408637,9153
3999,1,0,0,0,0,0,0,0,2,0,534729,9153
4000,1,0,0,0,0,2,0,0,2,0,67164,9153
4001,1,0,0,0,0,1,0,0,2,0,604261,9153
4002,1,0,0,0,0,0,0,0,2,0,403582,9153
4003,1,0,0,1,0,0,0,0,2,0,1934805,9153
4004,1,0,0,2,0,0,0,0,2,0,1319214,9153
4005,1,0,0,0,0,0,0,0,2,0,678177,9153
4006,1,0,0,4,0,0,0,0,2,0,641037,9153
4007,1,0,0,0,1,0,0,0,2,0,319502,9153
4008,1,0,0,0,1,2,0,0,2,0,296089,9153
4009,1,0,0,0,1,1,0,0,2,0,4282918,9153
4010,1,0,0,0,2,0,0,0,2,0,375832,9153
4011,1,0,0,0,2,2,0,0,2,0,1332275,9153
4012,1,0,0,0,2,1,0,0,2,0,2574811,9153
4013,1,0,0,0,3,0,0,0,2,0,0,9153
4014,1,0,0,0,4,0,0,0,2,0,0,9153
4015,1,0,0,0,5,0,0,0,2,0,0,9153
4016,1,0,0,0,0,0,0,0,0,0,38066920,9153
4017,3,2,0,0,0,0,0,0,0,0,0,8972
4018,3,3,0,0,0,0,0,0,0,0,0,8972
4019,3,4,0,0,0,0,0,0,0,0,0,8972
4020,3,5,0,0,0,0,0,0,0,0,0,8972
4021,3,6,0,0,0,0,0,0,0,0,0,8972
4022,2,1,0,0,0,0,0,0,0,0,0,144
4023,1,0,0,0,0,0,0,0,0,0,1,8099
4024,1,0,0,0,0,2,0,0,0,0,19334329,8099
4025,1,0,0,0,0,2,0,0,0,0,2,8099
4026,1,0,0,0,0,0,0,0,0,12896357,0,8099
4027,1,0,1,0,0,0,0,0,0,11567258,0,8099
4028,1,0,2,0,0,0,0,0,0,10543576,0,8099
4029,1,0,3,0,0,0,0,0,0,1179849,0,8099
4030,1,0,4,0,0,0,0,0,0,10292437,0,8099
4031,1,0,5,0,0,0,0,0,0,923058,0,8099
4032,1,0,6,0,0,0,0,0,0,1208793,0,8099
4033,1,0,7,0,0,0,0,0,0,27202,0,8099
4034,1,0,8,0,0,0,0,0,0,1329099,0,8099
4035,1,0,9,0,0,0,0,0,0,10552961,0,8099
4036,1,0,10,0,0,0,0,0,0,67903,0,8099
4037,1,0,0,0,0,0,0,1,0,10485058,0,8099
4038,1,0,0,0,0,0,0,2,0,1808042,0,8099
4039,1,0,0,0,0,0,0,3,0,5626768,0,8099
4040,1,0,0,0,0,0,0,4,0,791820,0,8099
4041,1,0,0,0,0,0,0,5,0,5548668,0,8099
4042,1,0,0,0,0,0,0,6,0,830724,0,8099
4043,1,0,0,0,0,0,0,7,0,356293,0,8099
4044,1,0,0,0,0,0,0,8,0,2343396,0,8099
4045,1,0,0,0,0,0,1,0,0,1893023,0,8099
4046,1,0,0,0,0,0,1,0,0,13762,0,8099
4047,1,0,0,0,0,0,1,0,0,1043511,0,8099
4048,1,0,0,0,0,0,1,8,0,835750,0,8099
4049,1,0,0,0,0,0,2,0,0,5343901,0,8099
4050,1,0,0,0,0,0,2,0,0,33709,0,8099
4051,1,0,0,0,0,0,2,0,0,4138357,0,8099
4052,1,0,0,0,0,0,2,8,0,1171835,0,8099
4053,1,0,0,0,0,0,3,0,0,5659433,0,8099
4054,1,0,0,0,0,0,3,0,0,20432,0,8099
4055,1,0,0,0,0,0,3,0,0,5303190,0,8099
4056,1,0,0,0,0,0,3,8,0,335811,0,8099
4057,1,0,0,0,0,0,0,0,0,0,25257858,8099
4058,1,0,0,6,0,0,0,0,0,0,2532521,8099
4059,1,0,0,7,0,0,0,0,0,0,2067120,8099
4060,1,0,0,2,0,0,0,0,0,0,5231824,8099
4061,1,0,0,8,0,0,0,0,0,0,5516887,8099
4062,1,0,0,9,0,0,0,0,0,0,1970322,8099
4063,1,0,0,10,0,0,0,0,0,0,5002596,8099
4064,1,0,0,11,0,0,0,0,0,0,2936588,8099
4065,1,0,0,5,0,0,0,0,0,0,0,8099
4066,1,0,0,4,0,0,0,0,0,0,0,8099
4067,1,0,0,0,0,0,0,0,0,0,4797320,8099
4068,1,0,0,5,0,0,0,0,0,0,3763775,8099
4069,1,0,0,4,0,0,0,0,0,0,1383053,8099
4070,1,0,0,0,0,2,0,0,0,0,12336347,8099
4071,1,0,0,6,0,2,0,0,0,0,1206488,8099
4072,1,0,0,7,0,2,0,0,0,0,1079738,8099
4073,1,0,0,2,0,2,0,0,0,0,2611119,8099
4074,1,0,0,8,0,2,0,0,0,0,2658219,8099
4075,1,0,0,9,0,2,0,0,0,0,874438,8099
4076,1,0,0,10,0,2,0,0,0,0,2407360,8099
4077,1,0,0,11,0,2,0,0,0,0,1498985,8099
4078,1,0,0,5,0,2,0,0,0,0,0,8099
4079,1,0,0,4,0,2,0,0,0,0,0,8099
4080,1,0,0,0,0,2,0,0,0,0,2112104,8099
4081,1,0,0,5,0,2,0,0,0,0,1703742,8099
4082,1,0,0,4,0,2,0,0,0,0,748540,8099
4083,1,0,0,0,0,1,0,0,0,0,12921511,8099
4084,1,0,0,6,0,1,0,0,0,0,1326033,8099
4085,1,0,0,7,0,1,0,0,0,0,987382,8099
4086,1,0,0,2,0,1,0,0,0,0,2620705,8099
4087,1,0,0,8,0,1,0,0,0,0,2858668,8099
4088,1,0,0,9,0,1,0,0,0,0,1095884,8099
4089,1,0,0,10,0,1,0,0,0,0,2595236,8099
4090,1,0,0,11,0,1,0,0,0,0,1437603,8099
4091,1,0,0,5,0,1,0,0,0,0,0,8099
4092,1,0,0,4,0,1,0,0,0,0,0,8099
4093,1,0,0,0,0,1,0,0,0,0,2685216,8099
4094,1,0,0,5,0,1,0,0,0,0,2060033,8099
4095,1,0,0,4,0,1,0,0,0,0,634513,8099
4096,1,0,0,0,0,0,0,0,1,0,37678735,8099
4097,1,0,0,0,0,0,0,0,1,0,6723734,8099
4098,1,0,0,0,0,0,0,0,1,0,4701250,8099
4099,1,0,0,0,0,2,0,0,1,0,18611425,8099
4100,1,0,0,0,0,1,0,0,1,0,19067310,8099
4101,1,0,0,0,0,0,0,0,1,0,24916408,8099
4102,1,0,0,1,0,0,0,0,1,0,4484655,8099
4103,1,0,0,2,0,0,0,0,1,0,5127852,8099
4104,1,0,0,0,0,0,0,0,1,0,7394814,8099
4105,1,0,0,4,0,0,0,0,1,0,7909087,8099
4106,1,0,0,0,1,0,0,0,1,0,17192608,8099
4107,1,0,0,0,1,2,0,0,1,0,9305401,8099
4108,1,0,0,0,1,1,0,0,1,0,7887207,8099
4109,1,0,0,0,2,0,0,0,1,0,1877811,8099
4110,1,0,0,0,2,2,0,0,1,0,1016232,8099
4111,1,0,0,0,2,1,0,0,1,0,861579,8099
4112,1,0,0,0,3,0,0,0,1,0,11562852,8099
4113,1,0,0,0,4,0,0,0,1,0,7483615,8099
4114,1,0,0,0,5,0,0,0,1,0,10646767,8099
4115,1,0,0,0,0,0,0,0,2,0,6135142,8099
4116,1,0,0,0,0,0,0,0,2,0,713460,8099
4117,1,0,0,0,0,0,0,0,2,0,482275,8099
4118,1,0,0,0,0,2,0,0,2,0,2825340,8099
4119,1,0,0,0,0,1,0,0,2,0,3309802,8099
4120,1,0,0,0,0,0,0,0,2,0,3203842,8099
4121,1,0,0,1,0,0,0,0,2,0,1164737,8099
4122,1,0,0,2,0,0,0,0,2,0,804743,8099
4123,1,0,0,0,0,0,0,0,2,0,814345,8099
4124,1,0,0,4,0,0,0,0,2,0,420017,8099
4125,1,0,0,0,1,0,0,0,2,0,1348155,8099
4126,1,0,0,0,1,2,0,0,2,0,688349,8099
4127,1,0,0,0,1,1,0,0,2,0,659806,8099
4128,1,0,0,0,2,0,0,0,2,0,572572,8099
4129,1,0,0,0,2,2,0,0,2,0,293552,8099
4130,1,0,0,0,2,1,0,0,2,0,279020,8099
4131,1,0,0,0,3,0,0,0,2,0,389447,8099
4132,1,0,0,0,4,0,0,0,2,0,1334106,8099
4133,1,0,0,0,5,0,0,0,2,0,2596230,8099
4134,1,0,0,0,0,0,0,0,0,0,38421464,8099
4135,3,2,0,0,0,0,0,0,0,0,0,7955
4136,3,3,0,0,0,0,0,0,0,0,0,7955
4137,3,4,0,0,0,0,0,0,0,0,0,7955
4138,3,5,0,0,0,0,0,0,0,0,0,7955
4139,3,6,0,0,0,0,0,0,0,0,0,7955
4140,2,1,0,0,0,0,0,0,0,0,0,112
4141,1,0,0,0,0,0,0,0,0,0,1,7601
4142,1,0,0,0,0,2,0,0,0,0,19453236,7601
4143,1,0,0,0,0,2,0,0,0,0,2,7601
4144,1,0,0,0,0,0,0,0,0,12944178,0,7601
4145,1,0,1,0,0,0,0,0,0,11929924,0,7601
4146,1,0,2,0,0,0,0,0,0,10572790,0,7601
4147,1,0,3,0,0,0,0,0,0,897342,0,7601
4148,1,0,4,0,0,0,0,0,0,10586777,0,7601
4149,1,0,5,0,0,0,0,0,0,800534,0,7601
4150,1,0,6,0,0,0,0,0,0,8058381,0,7601
4151,1,0,7,0,0,0,0,0,0,103156,0,7601
4152,1,0,8,0,0,0,0,0,0,463713,0,7601
4153,1,0,9,0,0,0,0,0,0,3383,0,7601
4154,1,0,10,0,0,0,0,0,0,1014254,0,7601
4155,1,0,0,0,0,0,0,1,0,11092697,0,7601
4156,1,0,0,0,0,0,0,2,0,37627,0,7601
4157,1,0,0,0,0,0,0,3,0,11055070,0,7601
4158,1,0,0,0,0,0,0,4,0,9545123,0,7601
4159,1,0,0,0,0,0,0,5,0,1244929,0,7601
4160,1,0,0,0,0,0,0,6,0,9360924,0,7601
4161,1,0,0,0,0,0,0,7,0,929237,0,7601
4162,1,0,0,0,0,0,0,8,0,1851481,0,7601
4163,1,0,0,0,0,0,1,0,0,1810922,0,7601
4164,1,0,0,0,0,0,1,0,0,8621,0,7601
4165,1,0,0,0,0,0,1,0,0,1099315,0,7601
4166,1,0,0,0,0,0,1,8,0,702986,0,7601
4167,1,0,0,0,0,0,2,0,0,5197473,0,7601
4168,1,0,0,0,0,0,2,0,0,19385,0,7601
4169,1,0,0,0,0,0,2,0,0,4289602,0,7601
4170,1,0,0,0,0,0,2,8,0,888486,0,7601
4171,1,0,0,0,0,0,3,0,0,5935783,0,7601
4172,1,0,0,0,0,0,3,0,0,9621,0,7601
4173,1,0,0,0,0,0,3,0,0,5666153,0,7601
4174,1,0,0,0,0,0,3,8,0,260009,0,7601
4175,1,0,0,0,0,0,0,0,0,0,25554412,7601
4176,1,0,0,6,0,0,0,0,0,0,2524636,7601
4177,1,0,0,7,0,0,0,0,0,0,2048327,7601
4178,1,0,0,2,0,0,0,0,0,0,5260904,7601
4179,1,0,0,8,0,0,0,0,0,0,5548479,7601
4180,1,0,0,9,0,0,0,0,0,0,1995579,7601
4181,1,0,0,10,0,0,0,0,0,0,5136043,7601
4182,1,0,0,11,0,0,0,0,0,0,3040444,7601
4183,1,0,0,5,0,0,0,0,0,0,0,7601
4184,1,0,0,4,0,0,0,0,0,0,0,7601
4185,1,0,0,0,0,0,0,0,0,0,4976982,7601
4186,1,0,0,5,0,0,0,0,0,0,3934354,7601
4187,1,0,0,4,0,0,0,0,0,0,1469376,7601
4188,1,0,0,0,0,2,0,0,0,0,12485239,7601
4189,1,0,0,6,0,2,0,0,0,0,1202026,7601
4190,1,0,0,7,0,2,0,0,0,0,1072519,7601
4191,1,0,0,2,0,2,0,0,0,0,2630598,7601
4192,1,0,0,8,0,2,0,0,0,0,2678885,7601
4193,1,0,0,9,0,2,0,0,0,0,885539,7601
4194,1,0,0,10,0,2,0,0,0,0,2473581,7601
4195,1,0,0,11,0,2,0,0,0,0,1542091,7601
4196,1,0,0,5,0,2,0,0,0,0,0,7601
4197,1,0,0,4,0,2,0,0,0,0,0,7601
4198,1,0,0,0,0,2,0,0,0,0,2197057,7601
4199,1,0,0,5,0,2,0,0,0,0,1785074,7601
4200,1,0,0,4,0,2,0,0,0,0,789138,7601
4201,1,0,0,0,0,1,0,0,0,0,13069173,7601
4202,1,0,0,6,0,1,0,0,0,0,1322610,7601
4203,1,0,0,7,0,1,0,0,0,0,975808,7601
4204,1,0,0,2,0,1,0,0,0,0,2630306,7601
4205,1,0,0,8,0,1,0,0,0,0,2869594,7601
4206,1,0,0,9,0,1,0,0,0,0,1110040,7601
4207,1,0,0,10,0,1,0,0,0,0,2662462,7601
4208,1,0,0,11,0,1,0,0,0,0,1498353,7601
4209,1,0,0,5,0,1,0,0,0,0,0,7601
4210,1,0,0,4,0,1,0,0,0,0,0,7601
4211,1,0,0,0,0,1,0,0,0,0,2779925,7601
4212,1,0,0,5,0,1,0,0,0,0,2149280,7601
4213,1,0,0,4,0,1,0,0,0,0,680238,7601
4214,1,0,0,0,0,0,0,0,1,0,37913144,7601
4215,1,0,0,0,0,0,0,0,1,0,6948970,7601
4216,1,0,0,0,0,0,0,0,1,0,4880873,7601
4217,1,0,0,0,0,2,0,0,1,0,18728227,7601
4218,1,0,0,0,0,1,0,0,1,0,19184917,7601
4219,1,0,0,0,0,0,0,0,1,0,25217487,7601
4220,1,0,0,1,0,0,0,0,1,0,4462126,7601
4221,1,0,0,2,0,0,0,0,1,0,5157158,7601
4222,1,0,0,0,0,0,0,0,1,0,7453306,7601
4223,1,0,0,4,0,0,0,0,1,0,8144897,7601
4224,1,0,0,0,1,0,0,0,1,0,17520194,7601
4225,1,0,0,0,1,2,0,0,1,0,9492680,7601
4226,1,0,0,0,1,1,0,0,1,0,8027514,7601
4227,1,0,0,0,2,0,0,0,1,0,1669416,7601
4228,1,0,0,0,2,2,0,0,1,0,896659,7601
4229,1,0,0,0,2,1,0,0,1,0,772757,7601
4230,1,0,0,0,3,0,0,0,1,0,11852566,7601
4231,1,0,0,0,4,0,0,0,1,0,7455954,7601
4232,1,0,0,0,5,0,0,0,1,0,10638192,7601
4233,1,0,0,0,0,0,0,0,2,0,6004257,7601
4234,1,0,0,0,0,0,0,0,2,0,741128,7601
4235,1,0,0,0,0,0,0,0,2,0,502380,7601
4236,1,0,0,0,0,2,0,0,2,0,2761943,7601
4237,1,0,0,0,0,1,0,0,2,0,3242314,7601
4238,1,0,0,0,0,0,0,0,2,0,3172091,7601
4239,1,0,0,1,0,0,0,0,2,0,1130816,7601
4240,1,0,0,2,0,0,0,0,2,0,800170,7601
4241,1,0,0,0,0,0,0,0,2,0,809607,7601
4242,1,0,0,4,0,0,0,0,2,0,431498,7601
4243,1,0,0,0,1,0,0,0,2,0,1333817,7601
4244,1,0,0,0,1,2,0,0,2,0,677528,7601
4245,1,0,0,0,1,1,0,0,2,0,656289,7601
4246,1,0,0,0,2,0,0,0,2,0,511764,7601
4247,1,0,0,0,2,2,0,0,2,0,259745,7601
4248,1,0,0,0,2,1,0,0,2,0,252019,7601
4249,1,0,0,0,3,0,0,0,2,0,395171,7601
4250,1,0,0,0,4,0,0,0,2,0,1294974,7601
4251,1,0,0,0,5,0,0,0,2,0,2550984,7601
4252,1,0,0,0,0,0,0,0,0,0,38654206,7601
4253,3,2,0,0,0,0,0,0,0,0,0,7489
4254,3,3,0,0,0,0,0,0,0,0,0,7489
4255,3,4,0,0,0,0,0,0,0,0,0,7489
4256,3,5,0,0,0,0,0,0,0,0,0,7489
4257,3,6,0,0,0,0,0,0,0,0,0,7489
4258,2,1,0,0,0,0,0,0,0,0,0,18
4259,1,0,0,0,0,0,0,0,0,0,692111,7056
4260,1,0,0,0,0,2,0,0,0,0,19366579,7056
4261,1,0,0,0,0,2,0,0,0,0,247888,7056
4262,1,0,0,0,0,1,0,0,0,0,19616268,7056
4263,1,0,0,0,0,1,0,0,0,0,444223,7056
4264,1,0,0,0,0,0,0,0,0,12888128,0,7056
4265,1,0,1,0,0,0,0,0,0,11624493,0,7056
4266,1,0,2,0,0,0,0,0,0,10572087,0,7056
4267,1,0,3,0,0,0,0,0,0,1274442,0,7056
4268,1,0,4,0,0,0,0,0,0,9812982,0,7056
4269,1,0,5,0,0,0,0,0,0,451320,0,7056
4270,1,0,6,0,0,0,0,0,0,7454449,0,7056
4271,1,0,7,0,0,0,0,0,0,62990,0,7056
4272,1,0,8,0,0,0,0,0,0,834156,0,7056
4273,1,0,9,0,0,0,0,0,0,15468,0,7056
4274,1,0,10,0,0,0,0,0,0,1263635,0,7056
4275,1,0,0,0,0,0,0,1,0,10708603,0,7056
4276,1,0,0,0,0,0,0,2,0,68137,0,7056
4277,1,0,0,0,0,0,0,3,0,10640466,0,7056
4278,1,0,0,0,0,0,0,4,0,7024178,0,7056
4279,1,0,0,0,0,0,0,5,0,903444,0,7056
4280,1,0,0,0,0,0,0,6,0,9292907,0,7056
4281,1,0,0,0,0,0,0,7,0,783387,0,7056
4282,1,0,0,0,0,0,0,8,0,2179525,0,7056
4283,1,0,0,0,0,0,1,0,0,1835814,0,7056
4284,1,0,0,0,0,0,1,0,0,14512,0,7056
4285,1,0,0,0,0,0,1,0,0,1043855,0,7056
4286,1,0,0,0,0,0,1,8,0,777447,0,7056
4287,1,0,0,0,0,0,2,0,0,5193912,0,7056
4288,1,0,0,0,0,0,2,0,0,35714,0,7056
4289,1,0,0,0,0,0,2,0,0,4078026,0,7056
4290,1,0,0,0,0,0,2,8,0,1080172,0,7056
4291,1,0,0,0,0,0,3,0,0,5858402,0,7056
4292,1,0,0,0,0,0,3,0,0,17911,0,7056
4293,1,0,0,0,0,0,3,0,0,5518585,0,7056
4294,1,0,0,0,0,0,3,8,0,321906,0,7056
4295,1,0,0,0,0,0,0,0,0,0,25950818,7056
4296,1,0,0,6,0,0,0,0,0,0,2510370,7056
4297,1,0,0,7,0,0,0,0,0,0,2033160,7056
4298,1,0,0,2,0,0,0,0,0,0,5345542,7056
4299,1,0,0,8,0,0,0,0,0,0,5586071,7056
4300,1,0,0,9,0,0,0,0,0,0,2021944,7056
4301,1,0,0,10,0,0,0,0,0,0,5291984,7056
4302,1,0,0,11,0,0,0,0,0,0,3161747,7056
4303,1,0,0,5,0,0,0,0,0,0,0,7056
4304,1,0,0,4,0,0,0,0,0,0,0,7056
4305,1,0,0,0,0,0,0,0,0,0,5148448,7056
4306,1,0,0,5,0,0,0,0,0,0,4088425,7056
4307,1,0,0,4,0,0,0,0,0,0,1554721,7056
4308,1,0,0,0,0,2,0,0,0,0,12688750,7056
4309,1,0,0,6,0,2,0,0,0,0,1192493,7056
4310,1,0,0,7,0,2,0,0,0,0,1064080,7056
4311,1,0,0,2,0,2,0,0,0,0,2683309,7056
4312,1,0,0,8,0,2,0,0,0,0,2706270,7056
4313,1,0,0,9,0,2,0,0,0,0,901201,7056
4314,1,0,0,10,0,2,0,0,0,0,2547719,7056
4315,1,0,0,11,0,2,0,0,0,0,1593678,7056
4316,1,0,0,5,0,2,0,0,0,0,0,7056
4317,1,0,0,4,0,2,0,0,0,0,0,7056
4318,1,0,0,0,0,2,0,0,0,0,2278557,7056
4319,1,0,0,5,0,2,0,0,0,0,1858661,7056
4320,1,0,0,4,0,2,0,0,0,0,829479,7056
4321,1,0,0,0,0,1,0,0,0,0,13262068,7056
4322,1,0,0,6,0,1,0,0,0,0,1317877,7056
4323,1,0,0,7,0,1,0,0,0,0,969080,7056
4324,1,0,0,2,0,1,0,0,0,0,2662233,7056
4325,1,0,0,8,0,1,0,0,0,0,2879801,7056
4326,1,0,0,9,0,1,0,0,0,0,1120743,7056
4327,1,0,0,10,0,1,0,0,0,0,2744265,7056
4328,1,0,0,11,0,1,0,0,0,0,1568069,7056
4329,1,0,0,5,0,1,0,0,0,0,0,7056
4330,1,0,0,4,0,1,0,0,0,0,0,7056
4331,1,0,0,0,0,1,0,0,0,0,2869891,7056
4332,1,0,0,5,0,1,0,0,0,0,2229764,7056
4333,1,0,0,4,0,1,0,0,0,0,725242,7056
4334,1,0,0,0,0,0,0,0,1,0,38242946,7056
4335,1,0,0,0,0,0,0,0,1,0,7180787,7056
4336,1,0,0,0,0,0,0,0,1,0,5052887,7056
4337,1,0,0,0,0,2,0,0,1,0,18897272,7056
4338,1,0,0,0,0,1,0,0,1,0,19345674,7056
4339,1,0,0,0,0,0,0,0,1,0,25616896,7056
4340,1,0,0,1,0,0,0,0,1,0,4435213,7056
4341,1,0,0,2,0,0,0,0,1,0,5241997,7056
4342,1,0,0,0,0,0,0,0,1,0,7518371,7056
4343,1,0,0,4,0,0,0,0,1,0,8421315,7056
4344,1,0,0,0,1,0,0,0,1,0,17933916,7056
4345,1,0,0,0,1,2,0,0,1,0,9716022,7056
4346,1,0,0,0,1,1,0,0,1,0,8217894,7056
4347,1,0,0,0,2,0,0,0,1,0,1476691,7056
4348,1,0,0,0,2,2,0,0,1,0,794058,7056
4349,1,0,0,0,2,1,0,0,1,0,682633,7056
4350,1,0,0,0,3,0,0,0,1,0,12209005,7056
