,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
481,2017,LOUISIANA,Total all ages,0,0,166867,3904,1232,29489,9494,412,3776,128,391,841,7549,49696,124,18935,5260,1692,246,7332,25770,2965,6117,146,1856,762,1519,41,22413,2869,359,1195,2100,15,243,2785,3234
482,2017,LOUISIANA,Over 18,0,0,149296,3904,969,24886,8345,404,3776,128,296,673,6796,46787,83,15811,4087,1217,0,5025,24409,2935,6091,137,1742,750,1486,41,19499,2678,323,930,1842,11,211,2196,2836
483,2018,LOUISIANA,Under 18,3954330,165,16533,0,214,3683,1175,4,0,0,97,117,845,2963,33,3231,1099,328,236,2076,1496,12,15,0,88,52,33,6,2223,78,31,202,408,2,29,390,439
484,2018,LOUISIANA,Total all ages,0,0,176520,1536,1545,30218,10465,405,1472,64,443,1102,8312,51773,99,21314,5163,1304,236,7178,30437,2880,5650,138,1727,703,1283,33,23652,1287,334,1376,2761,13,250,3019,3648
485,2018,LOUISIANA,Over 18,0,0,159987,1536,1331,26535,9290,401,1472,64,346,985,7467,48810,66,18083,4064,976,0,5102,28941,2868,5635,138,1639,651,1250,27,21429,1209,303,1174,2353,11,221,2629,3209
486,2019,LOUISIANA,Under 18,3483954,136,12267,0,178,2546,962,3,0,0,79,99,684,2276,34,2504,629,237,139,1573,921,21,21,3,105,8,22,13,1646,71,30,169,177,5,34,380,384
487,2019,LOUISIANA,Total all ages,0,0,146664,768,895,24465,8823,339,576,192,333,562,7231,44684,94,15577,3794,1254,139,5683,25900,2248,5509,129,1369,573,911,92,19323,1842,339,920,1900,20,323,2457,3119
488,2019,LOUISIANA,Over 18,0,0,134397,768,717,21919,7861,336,576,192,254,463,6547,42408,60,13073,3165,1017,0,4110,24979,2227,5488,126,1264,565,889,79,17677,1771,309,751,1723,15,289,2077,2735
489,2020,LOUISIANA,Under 18,3362830,114,8590,0,114,1804,754,1,0,0,52,62,467,1544,10,1493,714,208,156,958,588,33,18,3,55,2,44,6,872,45,46,189,328,1,30,343,322
490,2020,LOUISIANA,Total all ages,0,0,116373,704,1024,18062,8721,207,512,192,313,711,7169,31465,79,15397,3653,996,156,4742,20052,1115,3778,82,838,357,884,46,13334,1014,329,910,2101,16,145,2976,3508
491,2020,LOUISIANA,Over 18,0,0,107783,704,910,16258,7967,206,512,192,261,649,6702,29921,69,13904,2939,788,0,3784,19464,1082,3760,79,783,355,840,40,12462,969,283,721,1773,15,115,2633,3186
492,2021,LOUISIANA,Under 18,3042729,113,8115,0,50,1207,466,1,0,0,16,34,362,1552,9,1712,344,166,120,1535,675,0,6,0,1,3,12,2,688,55,36,52,160,0,0,289,285
493,2021,LOUISIANA,Total all ages,0,0,72217,512,339,12423,5727,141,512,0,141,198,5078,12849,43,11605,2204,823,120,3249,16284,0,2261,67,297,197,348,47,9353,655,213,295,1504,0,7,2301,1937
494,2021,LOUISIANA,Over 18,0,0,64102,512,289,11216,5261,140,512,0,125,164,4716,11297,34,9893,1860,657,0,1714,15609,0,2255,67,296,194,336,45,8665,600,177,243,1344,0,7,2012,1652
495,2013,MAINE,Under 18,1326033,179,4492,0,68,1166,76,0,0,0,16,52,40,753,20,639,183,50,50,135,501,2,51,0,4,5,9,0,913,727,0,20,19,0,0,286,17
496,2013,MAINE,Total all ages,0,0,49548,0,304,7749,808,49,0,0,82,222,532,15208,46,5882,1095,250,50,1663,5608,16,5826,43,93,271,669,7,6358,3631,17,177,187,0,7,1255,304
497,2013,MAINE,Over 18,0,0,45056,0,236,6583,732,49,0,0,66,170,492,14455,26,5243,912,200,0,1528,5107,14,5775,43,89,266,660,7,5445,2904,17,157,168,0,7,969,287
498,2014,MAINE,Under 18,1327844,179,3854,0,53,950,57,2,0,0,11,42,41,649,7,524,144,50,22,126,472,3,52,2,3,7,9,0,749,636,0,5,14,0,0,269,15
499,2014,MAINE,Total all ages,0,0,47815,0,272,7286,762,52,0,0,65,207,523,15544,42,5224,905,222,22,1568,5802,16,5531,58,154,232,643,4,6117,3124,10,164,148,0,0,1168,270
500,2014,MAINE,Over 18,0,0,43961,0,219,6336,705,50,0,0,54,165,482,14895,35,4700,761,172,0,1442,5330,13,5479,56,151,225,634,4,5368,2488,10,159,134,0,0,899,255
501,2015,MAINE,Under 18,1327104,181,3477,0,45,857,54,3,0,0,9,36,36,620,9,482,145,47,15,106,444,3,40,4,1,1,10,0,656,585,2,7,5,0,0,200,11
502,2015,MAINE,Total all ages,0,0,45230,0,243,6480,800,81,0,0,59,184,538,14713,29,4918,854,236,15,1317,5947,12,5756,46,67,252,563,8,5361,2724,21,182,109,1,4,1005,228
503,2015,MAINE,Over 18,0,0,41753,0,198,5623,746,78,0,0,50,148,502,14093,20,4436,709,189,0,1211,5503,9,5716,42,66,251,553,8,4705,2139,19,175,104,1,4,805,217
504,2016,MAINE,Under 18,1328762,195,3160,0,43,814,45,1,0,0,13,30,24,561,17,442,136,57,8,105,383,4,28,2,0,10,11,0,604,459,1,7,11,0,0,232,14
505,2016,MAINE,Total all ages,0,0,43473,0,248,5668,774,105,0,0,61,187,558,14943,77,4719,681,206,8,1309,5430,17,5834,66,122,229,552,1,4704,2218,16,139,90,0,0,1052,149
506,2016,MAINE,Over 18,0,0,40313,0,205,4854,729,104,0,0,48,157,534,14382,60,4277,545,149,0,1204,5047,13,5806,64,122,219,541,1,4100,1759,15,132,79,0,0,820,135
507,2017,MAINE,Under 18,1335907,135,3046,0,49,779,57,0,0,0,14,35,31,528,24,505,131,28,17,83,350,4,39,2,6,3,11,0,596,386,0,12,10,0,0,225,6
508,2017,MAINE,Total all ages,0,0,40675,128,252,5578,780,119,128,0,70,182,568,14227,63,4889,607,225,17,1257,3409,20,5835,41,122,199,518,3,4683,2181,14,128,93,8,0,1067,130
509,2017,MAINE,Over 18,0,0,37629,128,203,4799,723,119,128,0,56,147,537,13699,39,4384,476,197,0,1174,3059,16,5796,39,116,196,507,3,4087,1795,14,116,83,8,0,842,124
510,2018,MAINE,Under 18,1338404,134,2845,0,42,673,51,0,0,0,9,33,23,483,6,531,96,39,10,95,304,0,22,3,1,6,16,0,532,395,3,16,11,0,0,205,6
511,2018,MAINE,Total all ages,0,0,40851,128,240,5456,756,54,64,64,73,167,532,14432,45,4877,561,235,10,1360,3692,15,5811,46,137,209,480,2,4615,2049,16,135,116,5,1,1032,144
512,2018,MAINE,Over 18,0,0,38006,128,198,4783,705,54,64,64,64,134,509,13949,39,4346,465,196,0,1265,3388,15,5789,43,136,203,464,2,4083,1654,13,119,105,5,1,827,138
513,2019,MAINE,Under 18,1339229,132,2470,0,35,543,42,1,0,0,11,24,23,416,16,518,81,33,3,67,282,2,26,6,2,1,11,0,413,298,0,8,9,0,0,212,7
514,2019,MAINE,Total all ages,0,0,38973,320,238,5010,685,51,320,0,63,175,523,14427,45,4792,502,197,3,1232,3600,13,5444,41,154,145,401,3,4266,1577,10,89,98,2,2,981,137
515,2019,MAINE,Over 18,0,0,36503,320,203,4467,643,50,320,0,52,151,500,14011,29,4274,421,164,0,1165,3318,11,5418,35,152,144,390,3,3853,1279,10,81,89,2,2,769,130
516,2020,MAINE,Under 18,1349630,129,1689,0,32,388,37,0,0,0,6,26,18,263,21,349,93,55,10,56,121,1,22,1,2,0,9,0,219,226,0,13,3,0,0,174,1
517,2020,MAINE,Total all ages,0,0,32189,192,174,4136,704,37,192,0,62,112,520,11984,59,4431,454,257,10,860,3188,3,4095,20,81,118,301,1,3366,910,12,110,105,0,2,961,130
518,2020,MAINE,Over 18,0,0,30500,192,142,3748,667,37,192,0,56,86,502,11721,38,4082,361,202,0,804,3067,2,4073,19,79,118,292,1,3147,684,12,97,102,0,2,787,129
519,2021,MAINE,Under 18,1360671,127,1556,0,36,325,57,0,0,0,17,19,22,235,21,363,69,43,11,49,106,0,23,1,1,0,6,0,192,166,3,15,5,0,0,185,4
520,2021,MAINE,Total all ages,0,0,29060,128,139,3660,686,5,128,0,69,70,529,10199,58,4308,352,203,11,804,2807,0,4318,15,87,68,222,1,3047,623,16,72,100,0,1,948,127
521,2021,MAINE,Over 18,0,0,27504,128,103,3335,629,5,128,0,52,51,507,9964,37,3945,283,160,0,755,2701,0,4295,14,86,68,216,1,2855,457,13,57,95,0,1,763,123
522,2013,MARYLAND,Under 18,3899502,146,15429,0,112,3797,1172,2,0,0,24,88,521,2517,103,2910,771,376,209,647,2406,2,71,4,15,26,29,11,2547,590,10,617,9,16,13,586,309
523,2013,MARYLAND,Total all ages,0,0,168692,0,785,20773,6925,759,0,0,207,578,4396,56212,259,18220,4206,926,209,3930,34006,80,14793,191,1828,536,1041,88,15382,3265,166,2156,95,288,269,2222,2384
524,2013,MARYLAND,Over 18,0,0,153263,0,673,16976,5753,757,0,0,183,490,3875,53695,156,15310,3435,550,0,3283,31600,78,14722,187,1813,510,1012,77,12835,2675,156,1539,86,272,256,1636,2075
525,2014,MARYLAND,Under 18,4625308,150,17328,0,150,4350,1549,6,0,0,32,118,683,2802,96,3287,928,475,152,853,2342,2,78,5,10,39,40,52,2851,486,11,823,15,25,28,691,398
526,2014,MARYLAND,Total all ages,0,0,195120,0,1158,24566,8322,882,0,0,284,874,5151,63731,246,19353,4624,1112,152,5875,37780,81,17839,227,1808,553,1048,239,18584,5985,195,2692,170,238,131,2527,2739
527,2014,MARYLAND,Over 18,0,0,177792,0,1008,20216,6773,876,0,0,252,756,4468,60929,150,16066,3696,637,0,5022,35438,79,17761,222,1798,514,1008,187,15733,5499,184,1869,155,213,103,1836,2341
528,2015,MARYLAND,Under 18,4545345,145,15175,0,148,3951,1427,8,0,0,56,92,615,2105,102,3347,848,469,136,725,1607,0,69,7,16,17,13,40,2532,416,18,738,6,16,9,701,467
529,2015,MARYLAND,Total all ages,0,0,159178,576,1028,22032,8244,615,576,0,336,692,4953,48711,240,17681,4286,1098,136,4475,26154,21,17100,193,1364,486,817,166,16408,4985,257,2698,110,190,63,2227,2716
530,2015,MARYLAND,Over 18,0,0,144003,576,880,18081,6817,607,576,0,280,600,4338,46606,138,14334,3438,629,0,3750,24547,21,17031,186,1348,469,804,126,13876,4569,239,1960,104,174,54,1526,2249
531,2016,MARYLAND,Under 18,5197665,143,19506,448,218,4862,1935,8,0,448,74,144,783,2522,141,4630,932,620,47,873,2167,8,60,1,10,26,42,19,3169,512,11,1067,22,30,23,929,636
532,2016,MARYLAND,Total all ages,0,0,182631,998,1090,25715,9737,584,998,0,403,687,5841,55773,353,21522,4777,1502,47,4639,30692,14,17809,115,1972,582,896,133,19083,5398,270,3223,144,131,139,2721,3181
533,2016,MARYLAND,Over 18,0,0,163125,550,872,20853,7802,576,998,-448,329,543,5058,53251,212,16892,3845,882,0,3766,28525,6,17749,114,1962,556,854,114,15914,4886,259,2156,122,101,116,1792,2545
534,2017,MARYLAND,Under 18,5488907,139,17653,4782,207,4510,2056,8,0,4782,60,147,851,2299,95,3922,937,639,65,821,1948,2,45,4,9,15,51,41,2839,233,14,1131,6,23,5,845,598
535,2017,MARYLAND,Total all ages,0,0,165877,0,930,21726,9692,748,0,0,352,578,5755,55260,310,18261,4323,1756,65,4202,28992,29,14385,77,860,423,893,117,15337,3755,286,3299,73,112,82,2332,3215
536,2017,MARYLAND,Over 18,0,0,148224,0,723,17216,7636,740,0,0,292,431,4904,52961,215,14339,3386,1117,0,3381,27044,27,14340,73,851,408,842,76,12498,3522,272,2168,67,89,77,1487,2617
537,2018,MARYLAND,Under 18,5879299,153,17825,1024,236,3705,1907,5,0,1024,83,153,754,2369,110,4697,608,525,68,967,2046,1,41,5,13,19,29,19,2462,311,22,1048,47,8,16,784,615
538,2018,MARYLAND,Total all ages,0,0,181434,0,1167,21592,10327,809,0,0,477,690,6301,56390,307,21826,3851,2030,68,4843,31914,56,18150,103,1821,440,866,76,15404,4439,266,3283,337,262,204,2527,3694
539,2018,MARYLAND,Over 18,0,0,163609,0,931,17887,8420,804,0,0,394,537,5547,54021,197,17129,3243,1505,0,3876,29868,55,18109,98,1808,421,837,57,12942,4128,244,2235,290,254,188,1743,3079
540,2019,MARYLAND,Under 18,6043312,151,18857,49,253,3950,2046,2,0,49,101,152,737,2680,72,5248,649,561,36,990,1831,0,45,3,7,16,45,17,2668,268,17,1191,41,1,9,852,618
541,2019,MARYLAND,Total all ages,0,0,181677,2481,1256,21791,10256,633,1856,625,528,728,6182,57984,222,22532,3634,1913,36,5018,30005,44,18160,118,1810,399,843,58,16022,4206,254,3292,275,48,227,2738,3768
542,2019,MARYLAND,Over 18,0,0,162820,2432,1003,17841,8210,631,1856,576,427,576,5445,55304,150,17284,2985,1352,0,4028,28174,44,18115,115,1803,383,798,41,13354,3938,237,2101,234,47,218,1886,3150
543,2020,MARYLAND,Under 18,1124569,6,709,0,15,279,81,0,0,0,7,8,16,58,0,79,102,51,0,10,110,0,3,0,0,0,0,0,126,19,0,58,1,0,0,31,30
544,2020,MARYLAND,Total all ages,0,0,8248,1280,109,1851,589,14,1216,64,83,26,320,839,1,622,305,173,0,335,1386,3,1621,3,23,28,54,0,1372,508,16,170,9,0,3,162,172
545,2020,MARYLAND,Over 18,0,0,7539,1280,94,1572,508,14,1216,64,76,18,304,781,1,543,203,122,0,325,1276,3,1618,3,23,28,54,0,1246,489,16,112,8,0,3,131,142
546,2021,MARYLAND,Under 18,2189086,16,2488,0,58,447,291,0,0,0,31,27,124,395,6,812,79,121,2,56,120,0,4,3,1,2,7,0,241,43,8,128,18,0,0,197,63
547,2021,MARYLAND,Total all ages,0,0,28784,256,248,3247,2298,45,128,128,148,100,1573,11265,31,3325,605,364,2,580,2557,0,3312,52,178,55,162,0,2247,305,66,511,131,0,14,532,624
548,2021,MARYLAND,Over 18,0,0,26296,256,190,2800,2007,45,128,128,117,73,1449,10870,25,2513,526,243,0,524,2437,0,3308,49,177,53,155,0,2006,262,58,383,113,0,14,335,561
549,2013,MASSACHUSETTS,Under 18,6411005,318,9366,0,70,1789,1028,1,0,0,17,53,763,1733,40,1876,419,65,0,712,382,201,57,1,62,16,24,0,1265,639,3,245,163,6,1,461,161
550,2013,MASSACHUSETTS,Total all ages,0,0,135362,0,720,19719,10512,923,0,0,270,450,8619,35755,124,21418,3363,560,0,6522,11206,7256,8381,133,1648,597,1490,15,15672,3664,50,1573,1351,58,16,2864,1384
551,2013,MASSACHUSETTS,Over 18,0,0,125996,0,650,17930,9484,922,0,0,253,397,7856,34022,84,19542,2944,495,0,5810,10824,7055,8324,132,1586,581,1466,15,14407,3025,47,1328,1188,52,15,2403,1223
552,2014,MASSACHUSETTS,Under 18,6054324,306,8375,0,72,1432,987,2,0,0,21,51,703,1736,33,1755,330,91,0,567,274,169,49,4,23,11,22,1,978,508,1,262,131,15,0,478,160
553,2014,MASSACHUSETTS,Total all ages,0,0,125708,0,710,17915,10181,674,0,0,274,436,8396,34846,87,19689,2788,603,0,5594,10516,6875,7530,133,1130,518,1288,23,14437,3047,47,1464,1188,66,7,2759,1293
554,2014,MASSACHUSETTS,Over 18,0,0,117333,0,638,16483,9194,672,0,0,253,385,7693,33110,54,17934,2458,512,0,5027,10242,6706,7481,129,1107,507,1266,22,13459,2539,46,1202,1057,51,7,2281,1133
555,2015,MASSACHUSETTS,Under 18,6194224,321,7281,0,50,1323,886,3,0,0,15,35,668,1552,16,1534,251,84,0,432,203,50,45,2,27,17,27,0,972,362,3,200,170,15,0,426,172
556,2015,MASSACHUSETTS,Total all ages,0,0,116347,128,702,15577,9841,508,0,128,270,432,8319,33952,53,17854,2296,564,0,4349,9761,5678,8258,127,1175,489,1186,24,12664,2137,52,1200,1058,98,15,2528,1300
557,2015,MASSACHUSETTS,Over 18,0,0,109066,128,652,14254,8955,505,0,128,255,397,7651,32400,37,16320,2045,480,0,3917,9558,5628,8213,125,1148,472,1159,24,11692,1775,49,1000,888,83,15,2102,1128
558,2016,MASSACHUSETTS,Under 18,6436240,342,6939,0,75,1285,849,1,0,0,28,47,630,1464,33,1485,213,111,0,394,228,38,46,3,33,20,29,0,928,291,6,185,153,0,0,415,158
559,2016,MASSACHUSETTS,Total all ages,0,0,119180,186,721,14973,9656,553,0,186,303,418,8032,35706,80,19027,2135,618,0,4329,9770,5600,9008,136,1231,469,1263,14,12140,2000,58,1263,1084,2,11,2692,1238
560,2016,MASSACHUSETTS,Over 18,0,0,112241,186,646,13688,8807,552,0,186,275,371,7402,34242,47,17542,1922,507,0,3935,9542,5562,8962,133,1198,449,1234,14,11212,1709,52,1078,931,2,11,2277,1080
561,2017,MASSACHUSETTS,Under 18,6522173,321,6732,0,75,1179,793,1,0,0,23,52,588,1467,29,1562,280,90,2,447,215,24,29,3,45,16,17,1,780,231,6,176,134,0,0,345,169
562,2017,MASSACHUSETTS,Total all ages,0,0,118676,1891,721,13671,9257,530,1195,696,296,425,7688,37518,85,19372,2141,608,2,4359,9791,5187,8665,122,1406,455,1271,6,10837,1565,62,1211,1202,2,8,2534,1328
563,2017,MASSACHUSETTS,Over 18,0,0,111944,1891,646,12492,8464,529,1195,696,273,373,7100,36051,56,17810,1861,518,0,3912,9576,5163,8636,119,1361,439,1254,5,10057,1334,56,1035,1068,2,8,2189,1159
564,2018,MASSACHUSETTS,Under 18,5884293,327,4508,0,73,615,464,1,0,0,17,56,359,1040,16,1343,132,39,0,227,132,17,18,1,21,6,25,1,428,103,0,88,67,0,0,299,72
565,2018,MASSACHUSETTS,Total all ages,0,0,101681,3493,619,10308,6608,360,2981,512,315,304,5563,34756,55,17237,1478,512,0,3554,7125,5168,8280,112,1185,391,1087,9,8263,1280,21,709,794,0,3,2207,913
566,2018,MASSACHUSETTS,Over 18,0,0,97173,3493,546,9693,6144,359,2981,512,298,248,5204,33716,39,15894,1346,473,0,3327,6993,5151,8262,111,1164,385,1062,8,7835,1177,21,621,727,0,3,1908,841
567,2019,MASSACHUSETTS,Under 18,5896253,334,4141,0,62,652,486,0,0,0,23,39,377,908,16,1212,155,91,0,167,110,12,15,3,11,9,19,0,390,64,1,85,98,0,0,242,94
568,2019,MASSACHUSETTS,Total all ages,0,0,101553,2259,637,9561,6262,348,1497,762,310,327,5351,36341,61,16622,1370,509,0,3532,7119,4685,9426,81,1025,409,991,18,7621,1152,38,563,762,1,53,1947,891
569,2019,MASSACHUSETTS,Over 18,0,0,97412,2259,575,8909,5776,348,1497,762,287,288,4974,35433,45,15410,1215,418,0,3365,7009,4673,9411,78,1014,400,972,18,7231,1088,37,478,664,1,53,1705,797
570,2020,MASSACHUSETTS,Under 18,5984273,339,3159,0,49,490,388,0,0,0,13,36,293,722,18,757,175,79,0,95,92,7,31,0,15,10,23,0,218,69,1,81,100,0,0,262,62
571,2020,MASSACHUSETTS,Total all ages,0,0,76381,1811,526,6310,5948,107,1493,318,254,272,5121,26913,69,14781,1102,493,0,2085,5708,1381,6597,44,1140,247,565,10,4646,598,39,534,787,1,12,1901,974
572,2020,MASSACHUSETTS,Over 18,0,0,73222,1811,477,5820,5560,107,1493,318,241,236,4828,26191,51,14024,927,414,0,1990,5616,1374,6566,44,1125,237,542,10,4428,529,38,453,687,1,12,1639,912
573,2021,MASSACHUSETTS,Under 18,6929534,368,3561,0,51,448,463,0,0,0,18,33,379,751,26,1118,138,77,0,103,59,0,17,0,12,4,19,0,207,75,3,63,103,0,0,215,141
574,2021,MASSACHUSETTS,Total all ages,0,0,81377,2593,577,6189,7168,151,1893,700,283,294,6242,29884,77,16333,1242,523,0,2172,5361,0,7422,35,835,201,648,38,4347,679,61,582,681,0,8,1980,1298
575,2021,MASSACHUSETTS,Over 18,0,0,77816,2593,526,5741,6705,151,1893,700,265,261,5863,29133,51,15215,1104,446,0,2069,5302,0,7405,35,823,197,629,38,4140,604,58,519,578,0,8,1765,1157
576,2013,MICHIGAN,Under 18,9198477,534,21241,0,247,6003,1317,5,0,0,87,160,769,3425,82,2980,980,340,419,754,2434,12,244,16,4,18,257,5,4601,1957,8,453,202,0,0,619,410
577,2013,MICHIGAN,Total all ages,0,0,251825,0,1464,32025,11591,295,0,0,627,837,8613,79464,249,26452,4885,1547,419,7326,34128,367,27643,1010,3578,603,4326,71,25344,12941,247,2104,1614,0,269,2831,4035
578,2013,MICHIGAN,Over 18,0,0,230584,0,1217,26022,10274,290,0,0,540,677,7844,76039,167,23472,3905,1207,0,6572,31694,355,27399,994,3574,585,4069,66,20743,10984,239,1651,1412,0,269,2212,3625
579,2014,MICHIGAN,Under 18,9424958,551,18658,0,210,4983,1159,7,0,0,88,122,721,2985,52,2628,730,326,426,725,2294,9,240,15,13,25,241,5,3875,1759,18,332,211,0,0,469,342
580,2014,MICHIGAN,Total all ages,0,0,246442,64,1245,27848,11260,359,0,64,641,604,8710,81967,215,25648,3743,1259,426,6740,33567,415,28072,912,4505,468,4000,55,22631,12057,278,1631,1439,0,168,2326,3606
581,2014,MICHIGAN,Over 18,0,0,227784,64,1035,22865,10101,352,0,64,553,482,7989,78982,163,23020,3013,933,0,6015,31273,406,27832,897,4492,443,3759,50,18756,10298,260,1299,1228,0,168,1857,3264
582,2015,MICHIGAN,Under 18,9275519,592,17223,0,195,4677,1151,6,0,0,89,106,759,2681,69,2464,647,251,378,652,2047,6,211,23,9,18,234,9,3710,1509,17,286,232,0,0,507,303
583,2015,MICHIGAN,Total all ages,0,0,240942,135,1154,25150,10836,607,135,0,622,532,8456,82538,215,25217,3028,1092,378,6402,34716,426,26845,856,4047,519,3671,72,20815,10767,242,1516,1453,17,218,2386,3289
584,2015,MICHIGAN,Over 18,0,0,223719,135,959,20473,9685,601,135,0,533,426,7697,79857,146,22753,2381,841,0,5750,32669,420,26634,833,4038,501,3437,63,17105,9258,225,1230,1221,17,218,1879,2986
585,2016,MICHIGAN,Under 18,9696514,606,17629,0,267,4802,1160,4,0,0,117,150,753,2723,67,2601,715,325,325,666,2207,4,194,30,4,32,208,3,3695,1371,14,276,249,0,0,548,348
586,2016,MICHIGAN,Total all ages,0,0,255900,768,1447,26295,12163,528,640,128,760,687,9770,87235,233,27475,3284,1412,325,6536,38780,367,27571,1009,2799,652,3909,37,21366,10690,166,1467,1645,0,241,2828,4128
587,2016,MICHIGAN,Over 18,0,0,238271,768,1180,21493,11003,524,640,128,643,537,9017,84512,166,24874,2569,1087,0,5870,36573,363,27377,979,2795,620,3701,34,17671,9319,152,1191,1396,0,241,2280,3780
588,2017,MICHIGAN,Under 18,9789634,614,16474,0,266,4206,1094,2,0,0,133,133,663,2752,44,2620,634,361,319,534,2126,5,200,25,1,30,220,3,3167,1137,16,282,243,0,0,535,289
589,2017,MICHIGAN,Total all ages,0,0,244417,1326,1376,24692,11798,233,644,682,750,626,9481,86333,239,27788,3190,1280,319,5989,33090,349,26558,1174,2766,650,3931,42,19983,8729,261,1306,1806,0,139,2815,4590
590,2017,MICHIGAN,Over 18,0,0,227943,1326,1110,20486,10704,231,644,682,617,493,8818,83581,195,25168,2556,919,0,5455,30964,344,26358,1149,2765,620,3711,39,16816,7592,245,1024,1563,0,139,2280,4301
591,2018,MICHIGAN,Under 18,9857904,611,13267,0,284,3054,1044,5,0,0,174,110,629,2338,38,2711,497,253,250,498,1668,0,166,42,4,23,151,0,2266,282,12,229,221,0,0,416,284
592,2018,MICHIGAN,Total all ages,0,0,235757,1976,1633,23212,12793,216,1578,398,970,663,10334,84179,207,29164,3034,1201,250,5724,30320,284,26130,1149,2642,702,3767,26,18770,4739,299,1190,2019,0,107,2873,4798
593,2018,MICHIGAN,Over 18,0,0,222490,1976,1349,20158,11749,211,1578,398,796,553,9705,81841,169,26453,2537,948,0,5226,28652,284,25964,1107,2638,679,3616,26,16504,4457,287,961,1798,0,107,2457,4514
594,2019,MICHIGAN,Under 18,9590606,619,11172,0,273,2646,1025,8,0,0,148,125,639,2099,30,2748,358,279,186,408,403,3,132,59,5,25,129,1,1979,187,20,218,259,0,0,428,296
595,2019,MICHIGAN,Total all ages,0,0,210905,3623,1439,22003,12521,448,3514,109,846,593,10057,79118,217,28821,2528,1246,186,5507,13475,346,25574,1121,2033,695,3708,76,18012,4061,346,1272,2193,0,79,3001,5346
596,2019,MICHIGAN,Over 18,0,0,199733,3623,1166,19357,11496,440,3514,109,698,468,9418,77019,187,26073,2170,967,0,5099,13072,343,25442,1062,2028,670,3579,75,16033,3874,326,1054,1934,0,79,2573,5050
597,2020,MICHIGAN,Under 18,9517637,621,7354,0,225,1487,806,9,0,0,130,95,504,1323,23,1786,326,257,115,230,229,1,139,34,2,18,71,0,881,172,20,152,234,0,0,300,303
598,2020,MICHIGAN,Total all ages,0,0,158199,2805,1235,14782,12774,211,2542,263,753,482,10627,47041,187,26410,2322,1185,115,3678,10963,124,20416,651,875,498,2166,12,11088,2890,347,1047,2121,0,42,2636,9312
599,2020,MICHIGAN,Over 18,0,0,150845,2805,1010,13295,11968,202,2542,263,623,387,10123,45718,164,24624,1996,928,0,3448,10734,123,20277,617,873,480,2095,12,10207,2718,327,895,1887,0,42,2336,9009
600,2021,MICHIGAN,Under 18,9780531,611,7136,0,205,1061,740,4,0,0,114,91,499,1339,27,1955,234,226,112,208,237,0,118,26,4,1,62,0,574,102,15,112,207,0,0,443,426
601,2021,MICHIGAN,Total all ages,0,0,155832,2441,1413,13261,12718,104,2052,389,852,561,10600,44644,196,25996,2090,1259,112,3344,12411,0,21397,623,774,283,1626,43,9716,2803,379,887,2159,0,34,2791,10148
602,2021,MICHIGAN,Over 18,0,0,148696,2441,1208,12200,11978,100,2052,389,738,470,10101,43305,169,24041,1856,1033,0,3136,12174,0,21279,597,770,282,1564,43,9142,2701,364,775,1952,0,34,2348,9722
603,2013,MINNESOTA,Under 18,5419634,326,25554,0,252,6154,877,6,0,0,91,161,435,3345,41,2585,449,180,2150,2604,2693,0,203,4,11,26,136,2,5484,2786,7,344,351,0,23,1016,421
604,2013,MINNESOTA,Total all ages,0,0,158799,0,1765,28649,5636,721,0,0,564,1201,3785,29357,101,14880,2638,1015,2150,10832,19056,0,21206,25,685,984,2145,33,24895,14072,91,1196,1895,0,323,3213,1736
605,2013,MINNESOTA,Over 18,0,0,133245,0,1513,22495,4759,715,0,0,473,1040,3350,26012,60,12295,2189,835,0,8228,16363,0,21003,21,674,958,2009,31,19411,11286,84,852,1544,0,300,2197,1315
606,2014,MINNESOTA,Under 18,5456434,332,22763,0,281,5452,910,4,0,0,112,169,448,3109,21,2357,408,236,1197,2418,2546,0,195,2,8,29,123,0,4787,2555,2,348,283,0,7,992,407
607,2014,MINNESOTA,Total all ages,0,0,151155,2362,1702,27659,5564,617,2256,106,543,1159,3783,27784,83,14770,2411,1086,1197,10149,19148,1,20586,64,634,878,2286,28,24079,11833,87,1151,1723,0,184,3094,1797
608,2014,MINNESOTA,Over 18,0,0,128392,2362,1421,22207,4654,613,2256,106,431,990,3335,24675,62,12413,2003,850,0,7731,16602,1,20391,62,626,849,2163,28,19292,9278,85,803,1440,0,177,2102,1390
609,2015,MINNESOTA,Under 18,5267955,377,21941,0,304,5224,992,2,0,0,124,180,487,3465,51,2279,394,241,1365,2324,1855,0,165,17,16,15,167,1,4538,2082,4,377,283,0,37,1057,415
