,Year,State,AgeDetail,TotalSuicide,Age
1954,2013,NEBRASKA,55+,76,Over 18
1955,2013,NEVADA,55+,206,Over 18
1956,2013,NEW HAMPSHIRE,55+,63,Over 18
1957,2013,NEW JERSEY,55+,268,Over 18
1958,2013,NEW MEXICO,55+,158,Over 18
1959,2013,NEW YORK,55+,608,Over 18
1960,2013,NORTH CAROLINA,55+,451,Over 18
1961,2013,NORTH DAKOTA,55+,29,Over 18
1962,2013,OHIO,55+,523,Over 18
1963,2013,OKLAHOMA,55+,216,Over 18
1964,2013,OREGON,55+,275,Over 18
1965,2013,PENNSYLVANIA,55+,635,Over 18
1966,2013,RHODE ISLAND,55+,45,Over 18
1967,2013,SOUTH CAROLINA,55+,264,Over 18
1968,2013,SOUTH DAKOTA,55+,32,Over 18
1969,2013,TENNESSEE,55+,372,Over 18
1970,2013,TEXAS,55+,975,Over 18
1971,2013,UTAH,55+,152,Over 18
1972,2013,VERMONT,55+,45,Over 18
1973,2013,VIRGINIA,55+,366,Over 18
1974,2013,WASHINGTON,55+,386,Over 18
1975,2013,WEST VIRGINIA,55+,129,Over 18
1976,2013,WISCONSIN,55+,271,Over 18
1977,2013,WYOMING,55+,48,Over 18
1978,2014,ALABAMA,55+,244,Over 18
1979,2014,ALASKA,55+,31,Over 18
1980,2014,ARIZONA,55+,483,Over 18
1981,2014,ARKANSAS,55+,169,Over 18
1982,2014,CALIFORNIA,55+,1680,Over 18
1983,2014,COLORADO,55+,358,Over 18
1984,2014,CONNECTICUT,55+,146,Over 18
1985,2014,DELAWARE,55+,45,Over 18
1986,2014,WASHINGTON DC,55+,17,Over 18
1987,2014,FLORIDA,55+,1365,Over 18
1988,2014,GEORGIA,55+,430,Over 18
1989,2014,HAWAII,55+,70,Over 18
1990,2014,IDAHO,55+,102,Over 18
1991,2014,ILLINOIS,55+,479,Over 18
1992,2014,INDIANA,55+,295,Over 18
1993,2014,IOWA,55+,125,Over 18
1994,2014,KANSAS,55+,154,Over 18
1995,2014,KENTUCKY,55+,264,Over 18
1996,2014,LOUISIANA,55+,229,Over 18
1997,2014,MAINE,55+,78,Over 18
1998,2014,MARYLAND,55+,232,Over 18
1999,2014,MASSACHUSETTS,55+,194,Over 18
2000,2014,MICHIGAN,55+,451,Over 18
2001,2014,MINNESOTA,55+,221,Over 18
2002,2014,MISSISSIPPI,55+,134,Over 18
2003,2014,MISSOURI,55+,362,Over 18
2004,2014,MONTANA,55+,95,Over 18
2005,2014,NEBRASKA,55+,74,Over 18
2006,2014,NEVADA,55+,231,Over 18
2007,2014,NEW HAMPSHIRE,55+,79,Over 18
2008,2014,NEW JERSEY,55+,261,Over 18
2009,2014,NEW MEXICO,55+,172,Over 18
2010,2014,NEW YORK,55+,578,Over 18
2011,2014,NORTH CAROLINA,55+,511,Over 18
2012,2014,NORTH DAKOTA,55+,40,Over 18
2013,2014,OHIO,55+,518,Over 18
2014,2014,OKLAHOMA,55+,226,Over 18
2015,2014,OREGON,55+,314,Over 18
2016,2014,PENNSYLVANIA,55+,693,Over 18
2017,2014,RHODE ISLAND,55+,36,Over 18
2018,2014,SOUTH CAROLINA,55+,273,Over 18
2019,2014,SOUTH DAKOTA,55+,31,Over 18
2020,2014,TENNESSEE,55+,346,Over 18
2021,2014,TEXAS,55+,1005,Over 18
2022,2014,UTAH,55+,147,Over 18
2023,2014,VERMONT,55+,45,Over 18
2024,2014,VIRGINIA,55+,409,Over 18
2025,2014,WASHINGTON,55+,383,Over 18
2026,2014,WEST VIRGINIA,55+,143,Over 18
2027,2014,WISCONSIN,55+,237,Over 18
2028,2014,WYOMING,55+,36,Over 18
2029,2015,ALABAMA,55+,278,Over 18
2030,2015,ALASKA,55+,34,Over 18
2031,2015,ARIZONA,55+,481,Over 18
2032,2015,ARKANSAS,55+,198,Over 18
2033,2015,CALIFORNIA,55+,1641,Over 18
2034,2015,COLORADO,55+,347,Over 18
2035,2015,CONNECTICUT,55+,143,Over 18
2036,2015,DELAWARE,55+,39,Over 18
2037,2015,WASHINGTON DC,55+,17,Over 18
2038,2015,FLORIDA,55+,1427,Over 18
2039,2015,GEORGIA,55+,445,Over 18
2040,2015,HAWAII,55+,71,Over 18
2041,2015,IDAHO,55+,110,Over 18
2042,2015,ILLINOIS,55+,447,Over 18
2043,2015,INDIANA,55+,298,Over 18
2044,2015,IOWA,55+,127,Over 18
2045,2015,KANSAS,55+,153,Over 18
2046,2015,KENTUCKY,55+,273,Over 18
2047,2015,LOUISIANA,55+,250,Over 18
2048,2015,MAINE,55+,99,Over 18
2049,2015,MARYLAND,55+,197,Over 18
2050,2015,MASSACHUSETTS,55+,199,Over 18
2051,2015,MICHIGAN,55+,486,Over 18
2052,2015,MINNESOTA,55+,209,Over 18
2053,2015,MISSISSIPPI,55+,162,Over 18
2054,2015,MISSOURI,55+,349,Over 18
2055,2015,MONTANA,55+,109,Over 18
2056,2015,NEBRASKA,55+,59,Over 18
2057,2015,NEVADA,55+,217,Over 18
2058,2015,NEW HAMPSHIRE,55+,76,Over 18
2059,2015,NEW JERSEY,55+,296,Over 18
2060,2015,NEW MEXICO,55+,171,Over 18
2061,2015,NEW YORK,55+,614,Over 18
2062,2015,NORTH CAROLINA,55+,527,Over 18
2063,2015,NORTH DAKOTA,55+,26,Over 18
2064,2015,OHIO,55+,562,Over 18
2065,2015,OKLAHOMA,55+,251,Over 18
2066,2015,OREGON,55+,310,Over 18
2067,2015,PENNSYLVANIA,55+,717,Over 18
2068,2015,RHODE ISLAND,55+,48,Over 18
2069,2015,SOUTH CAROLINA,55+,243,Over 18
2070,2015,SOUTH DAKOTA,55+,43,Over 18
2071,2015,TENNESSEE,55+,392,Over 18
2072,2015,TEXAS,55+,1043,Over 18
2073,2015,UTAH,55+,141,Over 18
2074,2015,VERMONT,55+,46,Over 18
2075,2015,VIRGINIA,55+,402,Over 18
2076,2015,WASHINGTON,55+,394,Over 18
2077,2015,WEST VIRGINIA,55+,141,Over 18
2078,2015,WISCONSIN,55+,298,Over 18
2079,2015,WYOMING,55+,45,Over 18
2080,2016,ALABAMA,55+,285,Over 18
2081,2016,ALASKA,55+,32,Over 18
2082,2016,ARIZONA,55+,507,Over 18
2083,2016,ARKANSAS,55+,211,Over 18
2084,2016,CALIFORNIA,55+,1678,Over 18
2085,2016,COLORADO,55+,362,Over 18
2086,2016,CONNECTICUT,55+,170,Over 18
2087,2016,DELAWARE,55+,52,Over 18
2088,2016,WASHINGTON DC,55+,10,Over 18
2089,2016,FLORIDA,55+,1402,Over 18
2090,2016,GEORGIA,55+,456,Over 18
2091,2016,HAWAII,55+,47,Over 18
2092,2016,IDAHO,55+,114,Over 18
2093,2016,ILLINOIS,55+,492,Over 18
2094,2016,INDIANA,55+,335,Over 18
2095,2016,IOWA,55+,128,Over 18
2096,2016,KANSAS,55+,151,Over 18
2097,2016,KENTUCKY,55+,248,Over 18
2098,2016,LOUISIANA,55+,222,Over 18
2099,2016,MAINE,55+,92,Over 18
2100,2016,MARYLAND,55+,212,Over 18
2101,2016,MASSACHUSETTS,55+,211,Over 18
2102,2016,MICHIGAN,55+,478,Over 18
2103,2016,MINNESOTA,55+,239,Over 18
2104,2016,MISSISSIPPI,55+,127,Over 18
2105,2016,MISSOURI,55+,351,Over 18
2106,2016,MONTANA,55+,79,Over 18
2107,2016,NEBRASKA,55+,66,Over 18
2108,2016,NEVADA,55+,265,Over 18
2109,2016,NEW HAMPSHIRE,55+,96,Over 18
2110,2016,NEW JERSEY,55+,257,Over 18
2111,2016,NEW MEXICO,55+,167,Over 18
2112,2016,NEW YORK,55+,609,Over 18
2113,2016,NORTH CAROLINA,55+,505,Over 18
2114,2016,NORTH DAKOTA,55+,31,Over 18
2115,2016,OHIO,55+,633,Over 18
2116,2016,OKLAHOMA,55+,254,Over 18
2117,2016,OREGON,55+,315,Over 18
2118,2016,PENNSYLVANIA,55+,734,Over 18
2119,2016,RHODE ISLAND,55+,47,Over 18
2120,2016,SOUTH CAROLINA,55+,305,Over 18
2121,2016,SOUTH DAKOTA,55+,37,Over 18
2122,2016,TENNESSEE,55+,383,Over 18
2123,2016,TEXAS,55+,1056,Over 18
2124,2016,UTAH,55+,148,Over 18
2125,2016,VERMONT,55+,50,Over 18
2126,2016,VIRGINIA,55+,429,Over 18
2127,2016,WASHINGTON,55+,427,Over 18
2128,2016,WEST VIRGINIA,55+,132,Over 18
2129,2016,WISCONSIN,55+,277,Over 18
2130,2016,WYOMING,55+,49,Over 18
2131,2017,ALABAMA,55+,309,Over 18
2132,2017,ALASKA,55+,47,Over 18
2133,2017,ARIZONA,55+,530,Over 18
2134,2017,ARKANSAS,55+,214,Over 18
2135,2017,CALIFORNIA,55+,1662,Over 18
2136,2017,COLORADO,55+,357,Over 18
2137,2017,CONNECTICUT,55+,157,Over 18
2138,2017,DELAWARE,55+,34,Over 18
2139,2017,WASHINGTON DC,55+,10,Over 18
2140,2017,FLORIDA,55+,1460,Over 18
2141,2017,GEORGIA,55+,489,Over 18
2142,2017,HAWAII,55+,78,Over 18
2143,2017,IDAHO,55+,130,Over 18
2144,2017,ILLINOIS,55+,494,Over 18
2145,2017,INDIANA,55+,320,Over 18
2146,2017,IOWA,55+,163,Over 18
2147,2017,KANSAS,55+,165,Over 18
2148,2017,KENTUCKY,55+,262,Over 18
2149,2017,LOUISIANA,55+,219,Over 18
2150,2017,MAINE,55+,122,Over 18
2151,2017,MARYLAND,55+,230,Over 18
2152,2017,MASSACHUSETTS,55+,217,Over 18
2153,2017,MICHIGAN,55+,526,Over 18
2154,2017,MINNESOTA,55+,256,Over 18
2155,2017,MISSISSIPPI,55+,142,Over 18
2156,2017,MISSOURI,55+,385,Over 18
2157,2017,MONTANA,55+,117,Over 18
2158,2017,NEBRASKA,55+,79,Over 18
2159,2017,NEVADA,55+,240,Over 18
2160,2017,NEW HAMPSHIRE,55+,85,Over 18
2161,2017,NEW JERSEY,55+,283,Over 18
2162,2017,NEW MEXICO,55+,159,Over 18
2163,2017,NEW YORK,55+,581,Over 18
2164,2017,NORTH CAROLINA,55+,548,Over 18
2165,2017,NORTH DAKOTA,55+,31,Over 18
2166,2017,OHIO,55+,567,Over 18
2167,2017,OKLAHOMA,55+,236,Over 18
2168,2017,OREGON,55+,314,Over 18
2169,2017,PENNSYLVANIA,55+,773,Over 18
2170,2017,RHODE ISLAND,55+,40,Over 18
2171,2017,SOUTH CAROLINA,55+,289,Over 18
2172,2017,SOUTH DAKOTA,55+,51,Over 18
2173,2017,TENNESSEE,55+,421,Over 18
2174,2017,TEXAS,55+,1152,Over 18
2175,2017,UTAH,55+,155,Over 18
2176,2017,VERMONT,55+,31,Over 18
2177,2017,VIRGINIA,55+,414,Over 18
2178,2017,WASHINGTON,55+,481,Over 18
2179,2017,WEST VIRGINIA,55+,142,Over 18
2180,2017,WISCONSIN,55+,330,Over 18
2181,2017,WYOMING,55+,53,Over 18
2182,2018,ALABAMA,55+,285,Over 18
2183,2018,ALASKA,55+,45,Over 18
2184,2018,ARIZONA,55+,572,Over 18
2185,2018,ARKANSAS,55+,182,Over 18
2186,2018,CALIFORNIA,55+,1767,Over 18
2187,2018,COLORADO,55+,381,Over 18
2188,2018,CONNECTICUT,55+,185,Over 18
2189,2018,DELAWARE,55+,34,Over 18
2190,2018,WASHINGTON DC,55+,15,Over 18
2191,2018,FLORIDA,55+,1708,Over 18
2192,2018,GEORGIA,55+,531,Over 18
2193,2018,HAWAII,55+,65,Over 18
2194,2018,IDAHO,55+,136,Over 18
2195,2018,ILLINOIS,55+,505,Over 18
2196,2018,INDIANA,55+,343,Over 18
2197,2018,IOWA,55+,163,Over 18
2198,2018,KANSAS,55+,163,Over 18
2199,2018,KENTUCKY,55+,283,Over 18
2200,2018,LOUISIANA,55+,255,Over 18
2201,2018,MAINE,55+,120,Over 18
2202,2018,MARYLAND,55+,259,Over 18
2203,2018,MASSACHUSETTS,55+,281,Over 18
2204,2018,MICHIGAN,55+,545,Over 18
2205,2018,MINNESOTA,55+,213,Over 18
2206,2018,MISSISSIPPI,55+,164,Over 18
2207,2018,MISSOURI,55+,440,Over 18
2208,2018,MONTANA,55+,89,Over 18
2209,2018,NEBRASKA,55+,110,Over 18
2210,2018,NEVADA,55+,253,Over 18
2211,2018,NEW HAMPSHIRE,55+,102,Over 18
2212,2018,NEW JERSEY,55+,284,Over 18
2213,2018,NEW MEXICO,55+,187,Over 18
2214,2018,NEW YORK,55+,656,Over 18
2215,2018,NORTH CAROLINA,55+,563,Over 18
2216,2018,NORTH DAKOTA,55+,39,Over 18
2217,2018,OHIO,55+,675,Over 18
2218,2018,OKLAHOMA,55+,260,Over 18
2219,2018,OREGON,55+,330,Over 18
2220,2018,PENNSYLVANIA,55+,801,Over 18
2221,2018,RHODE ISLAND,55+,44,Over 18
2222,2018,SOUTH CAROLINA,55+,291,Over 18
2223,2018,SOUTH DAKOTA,55+,44,Over 18
2224,2018,TENNESSEE,55+,416,Over 18
2225,2018,TEXAS,55+,1212,Over 18
2226,2018,UTAH,55+,142,Over 18
2227,2018,VERMONT,55+,48,Over 18
2228,2018,VIRGINIA,55+,465,Over 18
2229,2018,WASHINGTON,55+,480,Over 18
2230,2018,WEST VIRGINIA,55+,143,Over 18
2231,2018,WISCONSIN,55+,315,Over 18
2232,2018,WYOMING,55+,53,Over 18
2233,2019,ALABAMA,55+,277,Over 18
2234,2019,ALASKA,55+,44,Over 18
2235,2019,ARIZONA,55+,568,Over 18
2236,2019,ARKANSAS,55+,186,Over 18
2237,2019,CALIFORNIA,55+,1738,Over 18
2238,2019,COLORADO,55+,401,Over 18
2239,2019,CONNECTICUT,55+,170,Over 18
2240,2019,DELAWARE,55+,38,Over 18
2241,2019,WASHINGTON DC,55+,13,Over 18
2242,2019,FLORIDA,55+,1655,Over 18
2243,2019,GEORGIA,55+,511,Over 18
2244,2019,HAWAII,55+,71,Over 18
2245,2019,IDAHO,55+,137,Over 18
2246,2019,ILLINOIS,55+,530,Over 18
2247,2019,INDIANA,55+,338,Over 18
2248,2019,IOWA,55+,173,Over 18
2249,2019,KANSAS,55+,156,Over 18
2250,2019,KENTUCKY,55+,271,Over 18
2251,2019,LOUISIANA,55+,239,Over 18
2252,2019,MAINE,55+,108,Over 18
2253,2019,MARYLAND,55+,252,Over 18
2254,2019,MASSACHUSETTS,55+,255,Over 18
2255,2019,MICHIGAN,55+,538,Over 18
2256,2019,MINNESOTA,55+,281,Over 18
2257,2019,MISSISSIPPI,55+,159,Over 18
2258,2019,MISSOURI,55+,395,Over 18
2259,2019,MONTANA,55+,109,Over 18
2260,2019,NEBRASKA,55+,106,Over 18
2261,2019,NEVADA,55+,266,Over 18
2262,2019,NEW HAMPSHIRE,55+,100,Over 18
2263,2019,NEW JERSEY,55+,305,Over 18
2264,2019,NEW MEXICO,55+,178,Over 18
2265,2019,NEW YORK,55+,631,Over 18
2266,2019,NORTH CAROLINA,55+,489,Over 18
2267,2019,NORTH DAKOTA,55+,38,Over 18
2268,2019,OHIO,55+,638,Over 18
2269,2019,OKLAHOMA,55+,274,Over 18
2270,2019,OREGON,55+,340,Over 18
2271,2019,PENNSYLVANIA,55+,752,Over 18
2272,2019,RHODE ISLAND,55+,52,Over 18
2273,2019,SOUTH CAROLINA,55+,302,Over 18
2274,2019,SOUTH DAKOTA,55+,50,Over 18
2275,2019,TENNESSEE,55+,460,Over 18
2276,2019,TEXAS,55+,1219,Over 18
2277,2019,UTAH,55+,153,Over 18
2278,2019,VERMONT,55+,50,Over 18
2279,2019,VIRGINIA,55+,419,Over 18
2280,2019,WASHINGTON,55+,482,Over 18
2281,2019,WEST VIRGINIA,55+,112,Over 18
2282,2019,WISCONSIN,55+,320,Over 18
2283,2019,WYOMING,55+,62,Over 18
2284,2020,ALABAMA,55+,270,Over 18
2285,2020,ALASKA,55+,50,Over 18
2286,2020,ARIZONA,55+,524,Over 18
2287,2020,ARKANSAS,55+,198,Over 18
2288,2020,CALIFORNIA,55+,1599,Over 18
2289,2020,COLORADO,55+,416,Over 18
2290,2020,CONNECTICUT,55+,165,Over 18
2291,2020,DELAWARE,55+,48,Over 18
2292,2020,WASHINGTON DC,55+,10,Over 18
2293,2020,FLORIDA,55+,1443,Over 18
2294,2020,GEORGIA,55+,468,Over 18
2295,2020,HAWAII,55+,63,Over 18
2296,2020,IDAHO,55+,129,Over 18
2297,2020,ILLINOIS,55+,443,Over 18
2298,2020,INDIANA,55+,328,Over 18
2299,2020,IOWA,55+,160,Over 18
2300,2020,KANSAS,55+,147,Over 18
2301,2020,KENTUCKY,55+,275,Over 18
2302,2020,LOUISIANA,55+,205,Over 18
2303,2020,MAINE,55+,99,Over 18
2304,2020,MARYLAND,55+,226,Over 18
2305,2020,MASSACHUSETTS,55+,226,Over 18
2306,2020,MICHIGAN,55+,545,Over 18
2307,2020,MINNESOTA,55+,269,Over 18
2308,2020,MISSISSIPPI,55+,127,Over 18
2309,2020,MISSOURI,55+,356,Over 18
2310,2020,MONTANA,55+,129,Over 18
2311,2020,NEBRASKA,55+,85,Over 18
2312,2020,NEVADA,55+,254,Over 18
2313,2020,NEW HAMPSHIRE,55+,80,Over 18
2314,2020,NEW JERSEY,55+,284,Over 18
2315,2020,NEW MEXICO,55+,168,Over 18
2316,2020,NEW YORK,55+,626,Over 18
2317,2020,NORTH CAROLINA,55+,484,Over 18
2318,2020,NORTH DAKOTA,55+,34,Over 18
2319,2020,OHIO,55+,572,Over 18
2320,2020,OKLAHOMA,55+,274,Over 18
2321,2020,OREGON,55+,337,Over 18
2322,2020,PENNSYLVANIA,55+,676,Over 18
2323,2020,RHODE ISLAND,55+,33,Over 18
2324,2020,SOUTH CAROLINA,55+,297,Over 18
2325,2020,SOUTH DAKOTA,55+,57,Over 18
2326,2020,TENNESSEE,55+,436,Over 18
2327,2020,TEXAS,55+,1134,Over 18
2328,2020,UTAH,55+,150,Over 18
2329,2020,VERMONT,55+,42,Over 18
2330,2020,VIRGINIA,55+,429,Over 18
2331,2020,WASHINGTON,55+,425,Over 18
2332,2020,WEST VIRGINIA,55+,128,Over 18
2333,2020,WISCONSIN,55+,305,Over 18
2334,2020,WYOMING,55+,69,Over 18
2335,2013,ALABAMA,NA,1296,Total all ages
2336,2014,ALABAMA,NA,1292,Total all ages
2337,2015,ALABAMA,NA,1365,Total all ages
2338,2016,ALABAMA,NA,1417,Total all ages
2339,2017,ALABAMA,NA,1526,Total all ages
2340,2018,ALABAMA,NA,1525,Total all ages
2341,2019,ALABAMA,NA,1471,Total all ages
2342,2020,ALABAMA,NA,1467,Total all ages
2343,2013,ALASKA,NA,309,Total all ages
2344,2014,ALASKA,NA,299,Total all ages
2345,2015,ALASKA,NA,364,Total all ages
2346,2016,ALASKA,NA,364,Total all ages
2347,2017,ALASKA,NA,374,Total all ages
2348,2018,ALASKA,NA,344,Total all ages
2349,2019,ALASKA,NA,394,Total all ages
2350,2020,ALASKA,NA,385,Total all ages
2351,2021,ALASKA,NA,220,Total all ages
2352,2013,ARIZONA,NA,2078,Total all ages
2353,2014,ARIZONA,NA,2261,Total all ages
2354,2015,ARIZONA,NA,2322,Total all ages
2355,2016,ARIZONA,NA,2309,Total all ages
2356,2017,ARIZONA,NA,2464,Total all ages
2357,2018,ARIZONA,NA,2657,Total all ages
2358,2019,ARIZONA,NA,2602,Total all ages
2359,2020,ARIZONA,NA,2530,Total all ages
2360,2021,ARIZONA,NA,1475,Total all ages
2361,2013,ARKANSAS,NA,916,Total all ages
2362,2014,ARKANSAS,NA,937,Total all ages
2363,2015,ARKANSAS,NA,1040,Total all ages
2364,2016,ARKANSAS,NA,1032,Total all ages
2365,2017,ARKANSAS,NA,1149,Total all ages
2366,2018,ARKANSAS,NA,1010,Total all ages
2367,2019,ARKANSAS,NA,1005,Total all ages
2368,2020,ARKANSAS,NA,1085,Total all ages
2369,2021,ARKANSAS,NA,618,Total all ages
2370,2013,CALIFORNIA,NA,7246,Total all ages
2371,2014,CALIFORNIA,NA,7548,Total all ages
2372,2015,CALIFORNIA,NA,7548,Total all ages
2373,2016,CALIFORNIA,NA,7802,Total all ages
2374,2017,CALIFORNIA,NA,7867,Total all ages
2375,2018,CALIFORNIA,NA,8192,Total all ages
2376,2019,CALIFORNIA,NA,8138,Total all ages
2377,2020,CALIFORNIA,NA,7670,Total all ages
2378,2021,CALIFORNIA,NA,4148,Total all ages
2379,2013,COLORADO,NA,1787,Total all ages
2380,2014,COLORADO,NA,1964,Total all ages
2381,2015,COLORADO,NA,1972,Total all ages
2382,2016,COLORADO,NA,2125,Total all ages
2383,2017,COLORADO,NA,2151,Total all ages
2384,2018,COLORADO,NA,2339,Total all ages
2385,2019,COLORADO,NA,2416,Total all ages
2386,2020,COLORADO,NA,2415,Total all ages
2387,2021,COLORADO,NA,1384,Total all ages
2388,2013,CONNECTICUT,NA,585,Total all ages
2389,2014,CONNECTICUT,NA,647,Total all ages
2390,2015,CONNECTICUT,NA,665,Total all ages
2391,2016,CONNECTICUT,NA,697,Total all ages
2392,2017,CONNECTICUT,NA,724,Total all ages
2393,2018,CONNECTICUT,NA,736,Total all ages
2394,2019,CONNECTICUT,NA,778,Total all ages
2395,2020,CONNECTICUT,NA,657,Total all ages
2396,2021,CONNECTICUT,NA,401,Total all ages
2397,2013,DELAWARE,NA,210,Total all ages
2398,2014,DELAWARE,NA,214,Total all ages
2399,2015,DELAWARE,NA,217,Total all ages
2400,2016,DELAWARE,NA,211,Total all ages
2401,2017,DELAWARE,NA,195,Total all ages
2402,2018,DELAWARE,NA,194,Total all ages
2403,2019,DELAWARE,NA,188,Total all ages
2404,2020,DELAWARE,NA,228,Total all ages
2405,2021,DELAWARE,NA,137,Total all ages
2406,2013,FLORIDA,NA,5208,Total all ages
2407,2014,FLORIDA,NA,5464,Total all ages
2408,2015,FLORIDA,NA,5759,Total all ages
2409,2016,FLORIDA,NA,5691,Total all ages
2410,2017,FLORIDA,NA,5836,Total all ages
2411,2018,FLORIDA,NA,6527,Total all ages
2412,2019,FLORIDA,NA,6316,Total all ages
2413,2020,FLORIDA,NA,5804,Total all ages
2414,2021,FLORIDA,NA,3351,Total all ages
2415,2013,GEORGIA,NA,2166,Total all ages
2416,2014,GEORGIA,NA,2292,Total all ages
2417,2015,GEORGIA,NA,2373,Total all ages
2418,2016,GEORGIA,NA,2536,Total all ages
2419,2017,GEORGIA,NA,2641,Total all ages
2420,2018,GEORGIA,NA,2868,Total all ages
2421,2019,GEORGIA,NA,2873,Total all ages
2422,2020,GEORGIA,NA,2751,Total all ages
2423,2021,GEORGIA,NA,1676,Total all ages
2424,2013,HAWAII,NA,305,Total all ages
2425,2014,HAWAII,NA,363,Total all ages
2426,2015,HAWAII,NA,367,Total all ages
2427,2016,HAWAII,NA,320,Total all ages
2428,2017,HAWAII,NA,417,Total all ages
2429,2018,HAWAII,NA,322,Total all ages
2430,2019,HAWAII,NA,399,Total all ages
2431,2020,HAWAII,NA,335,Total all ages
2432,2021,HAWAII,NA,202,Total all ages
2433,2013,IDAHO,NA,551,Total all ages
2434,2014,IDAHO,NA,582,Total all ages
2435,2015,IDAHO,NA,655,Total all ages
2436,2016,IDAHO,NA,623,Total all ages
2437,2017,IDAHO,NA,718,Total all ages
2438,2018,IDAHO,NA,759,Total all ages
2439,2019,IDAHO,NA,681,Total all ages
2440,2020,IDAHO,NA,774,Total all ages
2441,2021,IDAHO,NA,387,Total all ages
2442,2013,ILLINOIS,NA,2343,Total all ages
2443,2014,ILLINOIS,NA,2496,Total all ages
2444,2015,ILLINOIS,NA,2441,Total all ages
2445,2016,ILLINOIS,NA,2553,Total all ages
2446,2017,ILLINOIS,NA,2706,Total all ages
2447,2018,ILLINOIS,NA,2714,Total all ages
2448,2019,ILLINOIS,NA,2624,Total all ages
2449,2020,ILLINOIS,NA,2489,Total all ages
2450,2021,ILLINOIS,NA,1454,Total all ages
2451,2013,INDIANA,NA,1697,Total all ages
2452,2014,INDIANA,NA,1706,Total all ages
2453,2015,INDIANA,NA,1734,Total all ages
2454,2016,INDIANA,NA,1859,Total all ages
2455,2017,INDIANA,NA,1966,Total all ages
2456,2018,INDIANA,NA,1970,Total all ages
2457,2019,INDIANA,NA,1779,Total all ages
2458,2020,INDIANA,NA,1887,Total all ages
2459,2021,INDIANA,NA,1129,Total all ages
2460,2013,IOWA,NA,800,Total all ages
2461,2014,IOWA,NA,721,Total all ages
2462,2015,IOWA,NA,781,Total all ages
2463,2016,IOWA,NA,802,Total all ages
2464,2017,IOWA,NA,880,Total all ages
2465,2018,IOWA,NA,892,Total all ages
2466,2019,IOWA,NA,975,Total all ages
2467,2020,IOWA,NA,1007,Total all ages
2468,2021,IOWA,NA,549,Total all ages
2469,2013,KANSAS,NA,756,Total all ages
2470,2014,KANSAS,NA,818,Total all ages
2471,2015,KANSAS,NA,863,Total all ages
2472,2016,KANSAS,NA,942,Total all ages
2473,2017,KANSAS,NA,1013,Total all ages
2474,2018,KANSAS,NA,1039,Total all ages
2475,2019,KANSAS,NA,980,Total all ages
2476,2020,KANSAS,NA,980,Total all ages
2477,2021,KANSAS,NA,560,Total all ages
2478,2013,KENTUCKY,NA,1251,Total all ages
2479,2014,KENTUCKY,NA,1308,Total all ages
2480,2015,KENTUCKY,NA,1403,Total all ages
2481,2016,KENTUCKY,NA,1355,Total all ages
2482,2017,KENTUCKY,NA,1386,Total all ages
2483,2018,KENTUCKY,NA,1448,Total all ages
2484,2019,KENTUCKY,NA,1393,Total all ages
2485,2020,KENTUCKY,NA,1480,Total all ages
2486,2021,KENTUCKY,NA,816,Total all ages
2487,2013,LOUISIANA,NA,1049,Total all ages
2488,2014,LOUISIANA,NA,1217,Total all ages
2489,2015,LOUISIANA,NA,1326,Total all ages
2490,2016,LOUISIANA,NA,1238,Total all ages
2491,2017,LOUISIANA,NA,1293,Total all ages
2492,2018,LOUISIANA,NA,1324,Total all ages
2493,2019,LOUISIANA,NA,1278,Total all ages
2494,2020,LOUISIANA,NA,1160,Total all ages
2495,2021,LOUISIANA,NA,689,Total all ages
2496,2013,MAINE,NA,430,Total all ages
2497,2014,MAINE,NA,383,Total all ages
2498,2015,MAINE,NA,406,Total all ages
2499,2016,MAINE,NA,408,Total all ages
2500,2017,MAINE,NA,489,Total all ages
2501,2018,MAINE,NA,485,Total all ages
2502,2019,MAINE,NA,485,Total all ages
2503,2020,MAINE,NA,426,Total all ages
2504,2021,MAINE,NA,277,Total all ages
2505,2013,MARYLAND,NA,1011,Total all ages
2506,2014,MARYLAND,NA,1099,Total all ages
2507,2015,MARYLAND,NA,992,Total all ages
2508,2016,MARYLAND,NA,1051,Total all ages
2509,2017,MARYLAND,NA,1140,Total all ages
2510,2018,MARYLAND,NA,1192,Total all ages
2511,2019,MARYLAND,NA,1203,Total all ages
2512,2020,MARYLAND,NA,1086,Total all ages
2513,2021,MARYLAND,NA,620,Total all ages
2514,2013,MASSACHUSETTS,NA,1024,Total all ages
2515,2014,MASSACHUSETTS,NA,1037,Total all ages
2516,2015,MASSACHUSETTS,NA,1124,Total all ages
2517,2016,MASSACHUSETTS,NA,1142,Total all ages
2518,2017,MASSACHUSETTS,NA,1228,Total all ages
2519,2018,MASSACHUSETTS,NA,1324,Total all ages
2520,2019,MASSACHUSETTS,NA,1172,Total all ages
2521,2020,MASSACHUSETTS,NA,1114,Total all ages
2522,2021,MASSACHUSETTS,NA,604,Total all ages
2523,2013,MICHIGAN,NA,2321,Total all ages
2524,2014,MICHIGAN,NA,2438,Total all ages
2525,2015,MICHIGAN,NA,2544,Total all ages
2526,2016,MICHIGAN,NA,2470,Total all ages
2527,2017,MICHIGAN,NA,2640,Total all ages
2528,2018,MICHIGAN,NA,2839,Total all ages
2529,2019,MICHIGAN,NA,2681,Total all ages
