,Year,State,AgeDetail,TotalSuicide,Age
1436,2019,LOUISIANA,35 to 44,127,Over 18
1437,2019,MAINE,35 to 44,40,Over 18
1438,2019,MARYLAND,35 to 44,97,Over 18
1439,2019,MASSACHUSETTS,35 to 44,98,Over 18
1440,2019,MICHIGAN,35 to 44,217,Over 18
1441,2019,MINNESOTA,35 to 44,136,Over 18
1442,2019,MISSISSIPPI,35 to 44,78,Over 18
1443,2019,MISSOURI,35 to 44,191,Over 18
1444,2019,MONTANA,35 to 44,39,Over 18
1445,2019,NEBRASKA,35 to 44,62,Over 18
1446,2019,NEVADA,35 to 44,87,Over 18
1447,2019,NEW HAMPSHIRE,35 to 44,32,Over 18
1448,2019,NEW JERSEY,35 to 44,118,Over 18
1449,2019,NEW MEXICO,35 to 44,75,Over 18
1450,2019,NEW YORK,35 to 44,258,Over 18
1451,2019,NORTH CAROLINA,35 to 44,226,Over 18
1452,2019,NORTH DAKOTA,35 to 44,20,Over 18
1453,2019,OHIO,35 to 44,304,Over 18
1454,2019,OKLAHOMA,35 to 44,144,Over 18
1455,2019,OREGON,35 to 44,130,Over 18
1456,2019,PENNSYLVANIA,35 to 44,290,Over 18
1457,2019,RHODE ISLAND,35 to 44,16,Over 18
1458,2019,SOUTH CAROLINA,35 to 44,137,Over 18
1459,2019,SOUTH DAKOTA,35 to 44,23,Over 18
1460,2019,TENNESSEE,35 to 44,209,Over 18
1461,2019,TEXAS,35 to 44,666,Over 18
1462,2019,UTAH,35 to 44,140,Over 18
1463,2019,VERMONT,35 to 44,13,Over 18
1464,2019,VIRGINIA,35 to 44,168,Over 18
1465,2019,WASHINGTON,35 to 44,197,Over 18
1466,2019,WEST VIRGINIA,35 to 44,73,Over 18
1467,2019,WISCONSIN,35 to 44,134,Over 18
1468,2019,WYOMING,35 to 44,32,Over 18
1469,2020,ALABAMA,35 to 44,145,Over 18
1470,2020,ALASKA,35 to 44,24,Over 18
1471,2020,ARIZONA,35 to 44,188,Over 18
1472,2020,ARKANSAS,35 to 44,99,Over 18
1473,2020,CALIFORNIA,35 to 44,608,Over 18
1474,2020,COLORADO,35 to 44,212,Over 18
1475,2020,CONNECTICUT,35 to 44,46,Over 18
1476,2020,DELAWARE,35 to 44,23,Over 18
1477,2020,FLORIDA,35 to 44,402,Over 18
1478,2020,GEORGIA,35 to 44,254,Over 18
1479,2020,HAWAII,35 to 44,39,Over 18
1480,2020,IDAHO,35 to 44,75,Over 18
1481,2020,ILLINOIS,35 to 44,223,Over 18
1482,2020,INDIANA,35 to 44,162,Over 18
1483,2020,IOWA,35 to 44,115,Over 18
1484,2020,KANSAS,35 to 44,85,Over 18
1485,2020,KENTUCKY,35 to 44,149,Over 18
1486,2020,LOUISIANA,35 to 44,100,Over 18
1487,2020,MAINE,35 to 44,39,Over 18
1488,2020,MARYLAND,35 to 44,91,Over 18
1489,2020,MASSACHUSETTS,35 to 44,96,Over 18
1490,2020,MICHIGAN,35 to 44,214,Over 18
1491,2020,MINNESOTA,35 to 44,128,Over 18
1492,2020,MISSISSIPPI,35 to 44,75,Over 18
1493,2020,MISSOURI,35 to 44,191,Over 18
1494,2020,MONTANA,35 to 44,34,Over 18
1495,2020,NEBRASKA,35 to 44,56,Over 18
1496,2020,NEVADA,35 to 44,84,Over 18
1497,2020,NEW HAMPSHIRE,35 to 44,34,Over 18
1498,2020,NEW JERSEY,35 to 44,85,Over 18
1499,2020,NEW MEXICO,35 to 44,73,Over 18
1500,2020,NEW YORK,35 to 44,277,Over 18
1501,2020,NORTH CAROLINA,35 to 44,221,Over 18
1502,2020,NORTH DAKOTA,35 to 44,32,Over 18
1503,2020,OHIO,35 to 44,254,Over 18
1504,2020,OKLAHOMA,35 to 44,162,Over 18
1505,2020,OREGON,35 to 44,132,Over 18
1506,2020,PENNSYLVANIA,35 to 44,254,Over 18
1507,2020,RHODE ISLAND,35 to 44,17,Over 18
1508,2020,SOUTH CAROLINA,35 to 44,137,Over 18
1509,2020,SOUTH DAKOTA,35 to 44,27,Over 18
1510,2020,TENNESSEE,35 to 44,205,Over 18
1511,2020,TEXAS,35 to 44,705,Over 18
1512,2020,UTAH,35 to 44,106,Over 18
1513,2020,VERMONT,35 to 44,15,Over 18
1514,2020,VIRGINIA,35 to 44,177,Over 18
1515,2020,WASHINGTON,35 to 44,200,Over 18
1516,2020,WEST VIRGINIA,35 to 44,63,Over 18
1517,2020,WISCONSIN,35 to 44,148,Over 18
1518,2020,WYOMING,35 to 44,25,Over 18
1519,2013,ALABAMA,45 to 54,721,Over 18
1520,2013,ALASKA,45 to 54,171,Over 18
1521,2013,ARIZONA,45 to 54,1163,Over 18
1522,2013,ARKANSAS,45 to 54,516,Over 18
1523,2013,CALIFORNIA,45 to 54,4025,Over 18
1524,2013,COLORADO,45 to 54,1007,Over 18
1525,2013,CONNECTICUT,45 to 54,330,Over 18
1526,2013,DELAWARE,45 to 54,122,Over 18
1527,2013,WASHINGTON DC,45 to 54,38,Over 18
1528,2013,FLORIDA,45 to 54,2928,Over 18
1529,2013,GEORGIA,45 to 54,1212,Over 18
1530,2013,HAWAII,45 to 54,171,Over 18
1531,2013,IDAHO,45 to 54,308,Over 18
1532,2013,ILLINOIS,45 to 54,1321,Over 18
1533,2013,INDIANA,45 to 54,944,Over 18
1534,2013,IOWA,45 to 54,447,Over 18
1535,2013,KANSAS,45 to 54,425,Over 18
1536,2013,KENTUCKY,45 to 54,701,Over 18
1537,2013,LOUISIANA,45 to 54,583,Over 18
1538,2013,MAINE,45 to 54,245,Over 18
1539,2013,MARYLAND,45 to 54,569,Over 18
1540,2013,MASSACHUSETTS,45 to 54,572,Over 18
1541,2013,MICHIGAN,45 to 54,1295,Over 18
1542,2013,MINNESOTA,45 to 54,678,Over 18
1543,2013,MISSISSIPPI,45 to 54,388,Over 18
1544,2013,MISSOURI,45 to 54,960,Over 18
1545,2013,MONTANA,45 to 54,243,Over 18
1546,2013,NEBRASKA,45 to 54,220,Over 18
1547,2013,NEVADA,45 to 54,541,Over 18
1548,2013,NEW HAMPSHIRE,45 to 54,185,Over 18
1549,2013,NEW JERSEY,45 to 54,757,Over 18
1550,2013,NEW MEXICO,45 to 54,431,Over 18
1551,2013,NEW YORK,45 to 54,1687,Over 18
1552,2013,NORTH CAROLINA,45 to 54,1284,Over 18
1553,2013,NORTH DAKOTA,45 to 54,128,Over 18
1554,2013,OHIO,45 to 54,1526,Over 18
1555,2013,OKLAHOMA,45 to 54,665,Over 18
1556,2013,OREGON,45 to 54,698,Over 18
1557,2013,PENNSYLVANIA,45 to 54,1788,Over 18
1558,2013,RHODE ISLAND,45 to 54,132,Over 18
1559,2013,SOUTH CAROLINA,45 to 54,696,Over 18
1560,2013,SOUTH DAKOTA,45 to 54,147,Over 18
1561,2013,TENNESSEE,45 to 54,1030,Over 18
1562,2013,TEXAS,45 to 54,3059,Over 18
1563,2013,UTAH,45 to 54,579,Over 18
1564,2013,VERMONT,45 to 54,112,Over 18
1565,2013,VIRGINIA,45 to 54,1072,Over 18
1566,2013,WASHINGTON,45 to 54,1027,Over 18
1567,2013,WEST VIRGINIA,45 to 54,323,Over 18
1568,2013,WISCONSIN,45 to 54,850,Over 18
1569,2013,WYOMING,45 to 54,129,Over 18
1570,2014,ALABAMA,45 to 54,715,Over 18
1571,2014,ALASKA,45 to 54,167,Over 18
1572,2014,ARIZONA,45 to 54,1244,Over 18
1573,2014,ARKANSAS,45 to 54,515,Over 18
1574,2014,CALIFORNIA,45 to 54,4214,Over 18
1575,2014,COLORADO,45 to 54,1083,Over 18
1576,2014,CONNECTICUT,45 to 54,379,Over 18
1577,2014,DELAWARE,45 to 54,126,Over 18
1578,2014,WASHINGTON DC,45 to 54,52,Over 18
1579,2014,FLORIDA,45 to 54,3035,Over 18
1580,2014,GEORGIA,45 to 54,1295,Over 18
1581,2014,HAWAII,45 to 54,204,Over 18
1582,2014,IDAHO,45 to 54,320,Over 18
1583,2014,ILLINOIS,45 to 54,1398,Over 18
1584,2014,INDIANA,45 to 54,948,Over 18
1585,2014,IOWA,45 to 54,407,Over 18
1586,2014,KANSAS,45 to 54,455,Over 18
1587,2014,KENTUCKY,45 to 54,728,Over 18
1588,2014,LOUISIANA,45 to 54,679,Over 18
1589,2014,MAINE,45 to 54,220,Over 18
1590,2014,MARYLAND,45 to 54,606,Over 18
1591,2014,MASSACHUSETTS,45 to 54,596,Over 18
1592,2014,MICHIGAN,45 to 54,1354,Over 18
1593,2014,MINNESOTA,45 to 54,686,Over 18
1594,2014,MISSISSIPPI,45 to 54,380,Over 18
1595,2014,MISSOURI,45 to 54,1017,Over 18
1596,2014,MONTANA,45 to 54,251,Over 18
1597,2014,NEBRASKA,45 to 54,251,Over 18
1598,2014,NEVADA,45 to 54,573,Over 18
1599,2014,NEW HAMPSHIRE,45 to 54,247,Over 18
1600,2014,NEW JERSEY,45 to 54,786,Over 18
1601,2014,NEW MEXICO,45 to 54,449,Over 18
1602,2014,NEW YORK,45 to 54,1700,Over 18
1603,2014,NORTH CAROLINA,45 to 54,1352,Over 18
1604,2014,NORTH DAKOTA,45 to 54,137,Over 18
1605,2014,OHIO,45 to 54,1491,Over 18
1606,2014,OKLAHOMA,45 to 54,736,Over 18
1607,2014,OREGON,45 to 54,782,Over 18
1608,2014,PENNSYLVANIA,45 to 54,1817,Over 18
1609,2014,RHODE ISLAND,45 to 54,113,Over 18
1610,2014,SOUTH CAROLINA,45 to 54,753,Over 18
1611,2014,SOUTH DAKOTA,45 to 54,141,Over 18
1612,2014,TENNESSEE,45 to 54,997,Over 18
1613,2014,TEXAS,45 to 54,3254,Over 18
1614,2014,UTAH,45 to 54,559,Over 18
1615,2014,VERMONT,45 to 54,124,Over 18
1616,2014,VIRGINIA,45 to 54,1123,Over 18
1617,2014,WASHINGTON,45 to 54,1119,Over 18
1618,2014,WEST VIRGINIA,45 to 54,359,Over 18
1619,2014,WISCONSIN,45 to 54,769,Over 18
1620,2014,WYOMING,45 to 54,120,Over 18
1621,2015,ALABAMA,45 to 54,750,Over 18
1622,2015,ALASKA,45 to 54,201,Over 18
1623,2015,ARIZONA,45 to 54,1276,Over 18
1624,2015,ARKANSAS,45 to 54,577,Over 18
1625,2015,CALIFORNIA,45 to 54,4167,Over 18
1626,2015,COLORADO,45 to 54,1093,Over 18
1627,2015,CONNECTICUT,45 to 54,384,Over 18
1628,2015,DELAWARE,45 to 54,122,Over 18
1629,2015,WASHINGTON DC,45 to 54,34,Over 18
1630,2015,FLORIDA,45 to 54,3205,Over 18
1631,2015,GEORGIA,45 to 54,1317,Over 18
1632,2015,HAWAII,45 to 54,201,Over 18
1633,2015,IDAHO,45 to 54,359,Over 18
1634,2015,ILLINOIS,45 to 54,1363,Over 18
1635,2015,INDIANA,45 to 54,960,Over 18
1636,2015,IOWA,45 to 54,433,Over 18
1637,2015,KANSAS,45 to 54,477,Over 18
1638,2015,KENTUCKY,45 to 54,776,Over 18
1639,2015,LOUISIANA,45 to 54,722,Over 18
1640,2015,MAINE,45 to 54,235,Over 18
1641,2015,MARYLAND,45 to 54,553,Over 18
1642,2015,MASSACHUSETTS,45 to 54,642,Over 18
1643,2015,MICHIGAN,45 to 54,1410,Over 18
1644,2015,MINNESOTA,45 to 54,730,Over 18
1645,2015,MISSISSIPPI,45 to 54,431,Over 18
1646,2015,MISSOURI,45 to 54,1052,Over 18
1647,2015,MONTANA,45 to 54,272,Over 18
1648,2015,NEBRASKA,45 to 54,223,Over 18
1649,2015,NEVADA,45 to 54,558,Over 18
1650,2015,NEW HAMPSHIRE,45 to 54,228,Over 18
1651,2015,NEW JERSEY,45 to 54,789,Over 18
1652,2015,NEW MEXICO,45 to 54,500,Over 18
1653,2015,NEW YORK,45 to 54,1652,Over 18
1654,2015,NORTH CAROLINA,45 to 54,1406,Over 18
1655,2015,NORTH DAKOTA,45 to 54,124,Over 18
1656,2015,OHIO,45 to 54,1650,Over 18
1657,2015,OKLAHOMA,45 to 54,790,Over 18
1658,2015,OREGON,45 to 54,762,Over 18
1659,2015,PENNSYLVANIA,45 to 54,1894,Over 18
1660,2015,RHODE ISLAND,45 to 54,127,Over 18
1661,2015,SOUTH CAROLINA,45 to 54,742,Over 18
1662,2015,SOUTH DAKOTA,45 to 54,173,Over 18
1663,2015,TENNESSEE,45 to 54,1068,Over 18
1664,2015,TEXAS,45 to 54,3403,Over 18
1665,2015,UTAH,45 to 54,630,Over 18
1666,2015,VERMONT,45 to 54,103,Over 18
1667,2015,VIRGINIA,45 to 54,1118,Over 18
1668,2015,WASHINGTON,45 to 54,1137,Over 18
1669,2015,WEST VIRGINIA,45 to 54,340,Over 18
1670,2015,WISCONSIN,45 to 54,877,Over 18
1671,2015,WYOMING,45 to 54,157,Over 18
1672,2016,ALABAMA,45 to 54,788,Over 18
1673,2016,ALASKA,45 to 54,193,Over 18
1674,2016,ARIZONA,45 to 54,1271,Over 18
1675,2016,ARKANSAS,45 to 54,555,Over 18
1676,2016,CALIFORNIA,45 to 54,4294,Over 18
1677,2016,COLORADO,45 to 54,1168,Over 18
1678,2016,CONNECTICUT,45 to 54,397,Over 18
1679,2016,DELAWARE,45 to 54,119,Over 18
1680,2016,WASHINGTON DC,45 to 54,40,Over 18
1681,2016,FLORIDA,45 to 54,3143,Over 18
1682,2016,GEORGIA,45 to 54,1409,Over 18
1683,2016,HAWAII,45 to 54,174,Over 18
1684,2016,IDAHO,45 to 54,351,Over 18
1685,2016,ILLINOIS,45 to 54,1415,Over 18
1686,2016,INDIANA,45 to 54,1034,Over 18
1687,2016,IOWA,45 to 54,451,Over 18
1688,2016,KANSAS,45 to 54,514,Over 18
1689,2016,KENTUCKY,45 to 54,756,Over 18
1690,2016,LOUISIANA,45 to 54,677,Over 18
1691,2016,MAINE,45 to 54,226,Over 18
1692,2016,MARYLAND,45 to 54,586,Over 18
1693,2016,MASSACHUSETTS,45 to 54,631,Over 18
1694,2016,MICHIGAN,45 to 54,1364,Over 18
1695,2016,MINNESOTA,45 to 54,745,Over 18
1696,2016,MISSISSIPPI,45 to 54,383,Over 18
1697,2016,MISSOURI,45 to 54,1133,Over 18
1698,2016,MONTANA,45 to 54,267,Over 18
1699,2016,NEBRASKA,45 to 54,246,Over 18
1700,2016,NEVADA,45 to 54,650,Over 18
1701,2016,NEW HAMPSHIRE,45 to 54,244,Over 18
1702,2016,NEW JERSEY,45 to 54,687,Over 18
1703,2016,NEW MEXICO,45 to 54,471,Over 18
1704,2016,NEW YORK,45 to 54,1679,Over 18
1705,2016,NORTH CAROLINA,45 to 54,1373,Over 18
1706,2016,NORTH DAKOTA,45 to 54,140,Over 18
1707,2016,OHIO,45 to 54,1707,Over 18
1708,2016,OKLAHOMA,45 to 54,822,Over 18
1709,2016,OREGON,45 to 54,772,Over 18
1710,2016,PENNSYLVANIA,45 to 54,1970,Over 18
1711,2016,RHODE ISLAND,45 to 54,126,Over 18
1712,2016,SOUTH CAROLINA,45 to 54,815,Over 18
1713,2016,SOUTH DAKOTA,45 to 54,163,Over 18
1714,2016,TENNESSEE,45 to 54,1111,Over 18
1715,2016,TEXAS,45 to 54,3488,Over 18
1716,2016,UTAH,45 to 54,620,Over 18
1717,2016,VERMONT,45 to 54,118,Over 18
1718,2016,VIRGINIA,45 to 54,1166,Over 18
1719,2016,WASHINGTON,45 to 54,1141,Over 18
1720,2016,WEST VIRGINIA,45 to 54,362,Over 18
1721,2016,WISCONSIN,45 to 54,866,Over 18
1722,2016,WYOMING,45 to 54,144,Over 18
1723,2017,ALABAMA,45 to 54,836,Over 18
1724,2017,ALASKA,45 to 54,200,Over 18
1725,2017,ARIZONA,45 to 54,1327,Over 18
1726,2017,ARKANSAS,45 to 54,631,Over 18
1727,2017,CALIFORNIA,45 to 54,4312,Over 18
1728,2017,COLORADO,45 to 54,1181,Over 18
1729,2017,CONNECTICUT,45 to 54,405,Over 18
1730,2017,DELAWARE,45 to 54,112,Over 18
1731,2017,WASHINGTON DC,45 to 54,47,Over 18
1732,2017,FLORIDA,45 to 54,3227,Over 18
1733,2017,GEORGIA,45 to 54,1451,Over 18
1734,2017,HAWAII,45 to 54,227,Over 18
1735,2017,IDAHO,45 to 54,392,Over 18
1736,2017,ILLINOIS,45 to 54,1474,Over 18
1737,2017,INDIANA,45 to 54,1092,Over 18
1738,2017,IOWA,45 to 54,479,Over 18
1739,2017,KANSAS,45 to 54,553,Over 18
1740,2017,KENTUCKY,45 to 54,770,Over 18
1741,2017,LOUISIANA,45 to 54,720,Over 18
1742,2017,MAINE,45 to 54,274,Over 18
1743,2017,MARYLAND,45 to 54,630,Over 18
1744,2017,MASSACHUSETTS,45 to 54,682,Over 18
1745,2017,MICHIGAN,45 to 54,1457,Over 18
1746,2017,MINNESOTA,45 to 54,783,Over 18
1747,2017,MISSISSIPPI,45 to 54,445,Over 18
1748,2017,MISSOURI,45 to 54,1151,Over 18
1749,2017,MONTANA,45 to 54,311,Over 18
1750,2017,NEBRASKA,45 to 54,275,Over 18
1751,2017,NEVADA,45 to 54,627,Over 18
1752,2017,NEW HAMPSHIRE,45 to 54,265,Over 18
1753,2017,NEW JERSEY,45 to 54,795,Over 18
1754,2017,NEW MEXICO,45 to 54,491,Over 18
1755,2017,NEW YORK,45 to 54,1696,Over 18
1756,2017,NORTH CAROLINA,45 to 54,1521,Over 18
1757,2017,NORTH DAKOTA,45 to 54,154,Over 18
1758,2017,OHIO,45 to 54,1740,Over 18
1759,2017,OKLAHOMA,45 to 54,756,Over 18
1760,2017,OREGON,45 to 54,825,Over 18
1761,2017,PENNSYLVANIA,45 to 54,2030,Over 18
1762,2017,RHODE ISLAND,45 to 54,129,Over 18
1763,2017,SOUTH CAROLINA,45 to 54,838,Over 18
1764,2017,SOUTH DAKOTA,45 to 54,191,Over 18
1765,2017,TENNESSEE,45 to 54,1166,Over 18
1766,2017,TEXAS,45 to 54,3778,Over 18
1767,2017,UTAH,45 to 54,663,Over 18
1768,2017,VERMONT,45 to 54,112,Over 18
1769,2017,VIRGINIA,45 to 54,1179,Over 18
1770,2017,WASHINGTON,45 to 54,1297,Over 18
1771,2017,WEST VIRGINIA,45 to 54,393,Over 18
1772,2017,WISCONSIN,45 to 54,926,Over 18
1773,2017,WYOMING,45 to 54,157,Over 18
1774,2018,ALABAMA,45 to 54,823,Over 18
1775,2018,ALASKA,45 to 54,184,Over 18
1776,2018,ARIZONA,45 to 54,1438,Over 18
1777,2018,ARKANSAS,45 to 54,554,Over 18
1778,2018,CALIFORNIA,45 to 54,4491,Over 18
1779,2018,COLORADO,45 to 54,1282,Over 18
1780,2018,CONNECTICUT,45 to 54,419,Over 18
1781,2018,DELAWARE,45 to 54,113,Over 18
1782,2018,WASHINGTON DC,45 to 54,54,Over 18
1783,2018,FLORIDA,45 to 54,3567,Over 18
1784,2018,GEORGIA,45 to 54,1569,Over 18
1785,2018,HAWAII,45 to 54,176,Over 18
1786,2018,IDAHO,45 to 54,417,Over 18
1787,2018,ILLINOIS,45 to 54,1488,Over 18
1788,2018,INDIANA,45 to 54,1079,Over 18
1789,2018,IOWA,45 to 54,490,Over 18
1790,2018,KANSAS,45 to 54,556,Over 18
1791,2018,KENTUCKY,45 to 54,800,Over 18
1792,2018,LOUISIANA,45 to 54,720,Over 18
1793,2018,MAINE,45 to 54,270,Over 18
1794,2018,MARYLAND,45 to 54,650,Over 18
1795,2018,MASSACHUSETTS,45 to 54,740,Over 18
1796,2018,MICHIGAN,45 to 54,1548,Over 18
1797,2018,MINNESOTA,45 to 54,739,Over 18
1798,2018,MISSISSIPPI,45 to 54,421,Over 18
1799,2018,MISSOURI,45 to 54,1230,Over 18
1800,2018,MONTANA,45 to 54,265,Over 18
1801,2018,NEBRASKA,45 to 54,271,Over 18
1802,2018,NEVADA,45 to 54,657,Over 18
1803,2018,NEW HAMPSHIRE,45 to 54,279,Over 18
1804,2018,NEW JERSEY,45 to 54,778,Over 18
1805,2018,NEW MEXICO,45 to 54,536,Over 18
1806,2018,NEW YORK,45 to 54,1723,Over 18
1807,2018,NORTH CAROLINA,45 to 54,1494,Over 18
1808,2018,NORTH DAKOTA,45 to 54,147,Over 18
1809,2018,OHIO,45 to 54,1838,Over 18
1810,2018,OKLAHOMA,45 to 54,790,Over 18
1811,2018,OREGON,45 to 54,844,Over 18
1812,2018,PENNSYLVANIA,45 to 54,2014,Over 18
1813,2018,RHODE ISLAND,45 to 54,106,Over 18
1814,2018,SOUTH CAROLINA,45 to 54,811,Over 18
1815,2018,SOUTH DAKOTA,45 to 54,167,Over 18
1816,2018,TENNESSEE,45 to 54,1161,Over 18
1817,2018,TEXAS,45 to 54,3930,Over 18
1818,2018,UTAH,45 to 54,665,Over 18
1819,2018,VERMONT,45 to 54,125,Over 18
1820,2018,VIRGINIA,45 to 54,1243,Over 18
1821,2018,WASHINGTON,45 to 54,1252,Over 18
1822,2018,WEST VIRGINIA,45 to 54,395,Over 18
1823,2018,WISCONSIN,45 to 54,888,Over 18
1824,2018,WYOMING,45 to 54,147,Over 18
1825,2019,ALABAMA,45 to 54,804,Over 18
1826,2019,ALASKA,45 to 54,210,Over 18
1827,2019,ARIZONA,45 to 54,1419,Over 18
1828,2019,ARKANSAS,45 to 54,548,Over 18
1829,2019,CALIFORNIA,45 to 54,4436,Over 18
1830,2019,COLORADO,45 to 54,1312,Over 18
1831,2019,CONNECTICUT,45 to 54,435,Over 18
1832,2019,DELAWARE,45 to 54,111,Over 18
1833,2019,WASHINGTON DC,45 to 54,44,Over 18
1834,2019,FLORIDA,45 to 54,3465,Over 18
1835,2019,GEORGIA,45 to 54,1585,Over 18
1836,2019,HAWAII,45 to 54,224,Over 18
1837,2019,IDAHO,45 to 54,365,Over 18
1838,2019,ILLINOIS,45 to 54,1439,Over 18
1839,2019,INDIANA,45 to 54,972,Over 18
1840,2019,IOWA,45 to 54,528,Over 18
1841,2019,KANSAS,45 to 54,523,Over 18
1842,2019,KENTUCKY,45 to 54,756,Over 18
1843,2019,LOUISIANA,45 to 54,704,Over 18
1844,2019,MAINE,45 to 54,276,Over 18
1845,2019,MARYLAND,45 to 54,657,Over 18
1846,2019,MASSACHUSETTS,45 to 54,647,Over 18
1847,2019,MICHIGAN,45 to 54,1472,Over 18
1848,2019,MINNESOTA,45 to 54,830,Over 18
1849,2019,MISSISSIPPI,45 to 54,436,Over 18
1850,2019,MISSOURI,45 to 54,1141,Over 18
1851,2019,MONTANA,45 to 54,289,Over 18
1852,2019,NEBRASKA,45 to 54,309,Over 18
1853,2019,NEVADA,45 to 54,642,Over 18
1854,2019,NEW HAMPSHIRE,45 to 54,255,Over 18
1855,2019,NEW JERSEY,45 to 54,762,Over 18
1856,2019,NEW MEXICO,45 to 54,513,Over 18
1857,2019,NEW YORK,45 to 54,1705,Over 18
1858,2019,NORTH CAROLINA,45 to 54,1358,Over 18
1859,2019,NORTH DAKOTA,45 to 54,136,Over 18
1860,2019,OHIO,45 to 54,1806,Over 18
1861,2019,OKLAHOMA,45 to 54,816,Over 18
1862,2019,OREGON,45 to 54,906,Over 18
1863,2019,PENNSYLVANIA,45 to 54,1896,Over 18
1864,2019,RHODE ISLAND,45 to 54,123,Over 18
1865,2019,SOUTH CAROLINA,45 to 54,852,Over 18
1866,2019,SOUTH DAKOTA,45 to 54,182,Over 18
1867,2019,TENNESSEE,45 to 54,1219,Over 18
1868,2019,TEXAS,45 to 54,3891,Over 18
1869,2019,UTAH,45 to 54,654,Over 18
1870,2019,VERMONT,45 to 54,110,Over 18
1871,2019,VIRGINIA,45 to 54,1140,Over 18
1872,2019,WASHINGTON,45 to 54,1263,Over 18
1873,2019,WEST VIRGINIA,45 to 54,330,Over 18
1874,2019,WISCONSIN,45 to 54,845,Over 18
1875,2019,WYOMING,45 to 54,170,Over 18
1876,2020,ALABAMA,45 to 54,793,Over 18
1877,2020,ALASKA,45 to 54,204,Over 18
1878,2020,ARIZONA,45 to 54,1363,Over 18
1879,2020,ARKANSAS,45 to 54,583,Over 18
1880,2020,CALIFORNIA,45 to 54,4144,Over 18
1881,2020,COLORADO,45 to 54,1302,Over 18
1882,2020,CONNECTICUT,45 to 54,364,Over 18
1883,2020,DELAWARE,45 to 54,124,Over 18
1884,2020,WASHINGTON DC,45 to 54,38,Over 18
1885,2020,FLORIDA,45 to 54,3135,Over 18
1886,2020,GEORGIA,45 to 54,1491,Over 18
1887,2020,HAWAII,45 to 54,184,Over 18
1888,2020,IDAHO,45 to 54,419,Over 18
1889,2020,ILLINOIS,45 to 54,1362,Over 18
1890,2020,INDIANA,45 to 54,1024,Over 18
1891,2020,IOWA,45 to 54,552,Over 18
1892,2020,KANSAS,45 to 54,531,Over 18
1893,2020,KENTUCKY,45 to 54,801,Over 18
1894,2020,LOUISIANA,45 to 54,642,Over 18
1895,2020,MAINE,45 to 54,234,Over 18
1896,2020,MARYLAND,45 to 54,585,Over 18
1897,2020,MASSACHUSETTS,45 to 54,618,Over 18
1898,2020,MICHIGAN,45 to 54,1444,Over 18
1899,2020,MINNESOTA,45 to 54,758,Over 18
1900,2020,MISSISSIPPI,45 to 54,410,Over 18
1901,2020,MISSOURI,45 to 54,1125,Over 18
1902,2020,MONTANA,45 to 54,300,Over 18
1903,2020,NEBRASKA,45 to 54,283,Over 18
1904,2020,NEVADA,45 to 54,603,Over 18
1905,2020,NEW HAMPSHIRE,45 to 54,234,Over 18
1906,2020,NEW JERSEY,45 to 54,679,Over 18
1907,2020,NEW MEXICO,45 to 54,516,Over 18
1908,2020,NEW YORK,45 to 54,1642,Over 18
1909,2020,NORTH CAROLINA,45 to 54,1441,Over 18
1910,2020,NORTH DAKOTA,45 to 54,135,Over 18
1911,2020,OHIO,45 to 54,1644,Over 18
1912,2020,OKLAHOMA,45 to 54,869,Over 18
1913,2020,OREGON,45 to 54,833,Over 18
1914,2020,PENNSYLVANIA,45 to 54,1694,Over 18
1915,2020,RHODE ISLAND,45 to 54,94,Over 18
1916,2020,SOUTH CAROLINA,45 to 54,868,Over 18
1917,2020,SOUTH DAKOTA,45 to 54,186,Over 18
1918,2020,TENNESSEE,45 to 54,1220,Over 18
1919,2020,TEXAS,45 to 54,3924,Over 18
1920,2020,UTAH,45 to 54,651,Over 18
1921,2020,VERMONT,45 to 54,117,Over 18
1922,2020,VIRGINIA,45 to 54,1202,Over 18
1923,2020,WASHINGTON,45 to 54,1212,Over 18
1924,2020,WEST VIRGINIA,45 to 54,354,Over 18
1925,2020,WISCONSIN,45 to 54,866,Over 18
1926,2020,WYOMING,45 to 54,182,Over 18
1927,2013,ALABAMA,55+,269,Over 18
1928,2013,ALASKA,55+,31,Over 18
1929,2013,ARIZONA,55+,403,Over 18
1930,2013,ARKANSAS,55+,163,Over 18
1931,2013,CALIFORNIA,55+,1564,Over 18
1932,2013,COLORADO,55+,328,Over 18
1933,2013,CONNECTICUT,55+,118,Over 18
1934,2013,DELAWARE,55+,44,Over 18
1935,2013,WASHINGTON DC,55+,13,Over 18
1936,2013,FLORIDA,55+,1253,Over 18
1937,2013,GEORGIA,55+,380,Over 18
1938,2013,HAWAII,55+,51,Over 18
1939,2013,IDAHO,55+,104,Over 18
1940,2013,ILLINOIS,55+,436,Over 18
1941,2013,INDIANA,55+,292,Over 18
1942,2013,IOWA,55+,137,Over 18
1943,2013,KANSAS,55+,141,Over 18
1944,2013,KENTUCKY,55+,231,Over 18
1945,2013,LOUISIANA,55+,204,Over 18
1946,2013,MAINE,55+,91,Over 18
1947,2013,MARYLAND,55+,184,Over 18
1948,2013,MASSACHUSETTS,55+,171,Over 18
1949,2013,MICHIGAN,55+,410,Over 18
1950,2013,MINNESOTA,55+,220,Over 18
1951,2013,MISSISSIPPI,55+,124,Over 18
1952,2013,MISSOURI,55+,317,Over 18
1953,2013,MONTANA,55+,78,Over 18
